row_label_raw,row_label_full,"Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi > Công ty Cổ phần Tư vấn Giáo dục Sao Tím > Công ty CP Tư vấn thiết kế XDCT & TM AET > Ngân hàng TMCP Đầu tư và Phát triển Việt Nam > Công ty CP Thủy điện MEGASTAR - Hồng Nam",31/12/2018 (VND) > Giá gốc > 21.615.299.657 > - > 17.710.000,31/12/2018 (VND) > Giá trị có thể thu hồi > -,31/12/2018 (VND) > Thời gian quá hạn,01/01/2018 (VND) > Giá gốc > 224.750.000 > 24.750.000 > 130.000.000 > 70.000.000 > -,01/01/2018 (VND) > Giá trị có thể thu hồi > -,01/01/2018 (VND) > Thời gian quá hạn > Trên 3 năm,numeric__31/12/2018 (VND) > Giá gốc > 21.615.299.657 > - > 17.710.000,numeric__31/12/2018 (VND) > Giá trị có thể thu hồi > -,numeric__31/12/2018 (VND) > Thời gian quá hạn,numeric__01/01/2018 (VND) > Giá gốc > 224.750.000 > 24.750.000 > 130.000.000 > 70.000.000 > -,numeric__01/01/2018 (VND) > Giá trị có thể thu hồi > -,numeric__01/01/2018 (VND) > Thời gian quá hạn > Trên 3 năm
Công ty CP TIC Tổng,Công ty CP TIC Tổng,Công ty CP TIC Tổng,21.597.589.657,-,,-,-,,21597589657.0,,,,,
Công ty CP TIC Tổng,Công ty CP TIC Tổng,Công ty CP TIC Tổng,21.615.299.657,-,,224.750.000,-,,21615299657.0,,,224750000.0,,
