row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,MS,TM,Năm 2018VND,Năm 2017VND,numeric__CHỈ TIÊU_1,numeric__MS,numeric__TM,numeric__Năm 2018VND,numeric__Năm 2017VND
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,5.21,564.278.929.231,1.471.973.440.450,,1.0,521.0,564278929231.0,1471973440450.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,5.22,10.437.586.283,16.298.201.952,,2.0,522.0,10437586283.0,16298201952.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,,553.841.342.948,1.455.675.238.498,,10.0,,553841342948.0,1455675238498.0
4.,4.,4.,Giá vốn hàng bán,11,5.23,441.544.445.180,1.030.962.353.267,,11.0,523.0,441544445180.0,1030962353267.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10 - 11),20,,112.296.897.768,424.712.885.231,,20.0,,112296897768.0,424712885231.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,5.24,167.507.596.913,95.743.257.382,,21.0,524.0,167507596913.0,95743257382.0
7.,7.,7.,Chi phí tài chính,22,5.25,2.717.794.676,27.774.621.519,,22.0,525.0,2717794676.0,27774621519.0
,,,- Trong đó: Chi phí lãi vay,23,,95.283.642,24.534.191.243,,23.0,,95283642.0,24534191243.0
8.,8.,8.,Chi phí bán hàng,25,5.26,15.997.189.452,20.538.317.656,,25.0,526.0,15997189452.0,20538317656.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,5.26,74.783.091.086,59.365.590.684,,26.0,526.0,74783091086.0,59365590684.0
,,,Lợi nhuận thuần từ hoạt động,,,,,,,,,
10.,10.,10.,kinh doanh{30 = 20 + (21 - 22) - (25 + 26)},30,,186.306.419.467,412.777.612.754,,30.0,,186306419467.0,412777612754.0
11.,11.,11.,Thu nhập khác,31,5.27,10.574.878.286,4.517.168.218,,31.0,527.0,10574878286.0,4517168218.0
12.,12.,12.,Chi phí khác,32,5.28,6.925.471.805,6.552.640.239,,32.0,528.0,6925471805.0,6552640239.0
13.,13.,13.,Lợi nhuận khác (40 = 31 - 32),40,,3.649.406.481,(2.035.472.021),,40.0,,3649406481.0,-2035472021.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế(50 = 30 + 40),50,,189.955.825.948,410.742.140.733,,50.0,,189955825948.0,410742140733.0
15.,15.,15.,Chi phí thuế TNDN hiện hành,51,5.29,27.047.658.000,69.911.245.191,,51.0,529.0,27047658000.0,69911245191.0
16.,16.,16.,Chi phí thuế TNDN hoãn lại,52,,-,-,,52.0,,,
17.,17.,17.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50 - 51 - 52),60,,162.908.167.948,340.830.895.542,,60.0,,162908167948.0,340830895542.0
