row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,MS,TM,31/12/2018VND,01/01/2018VND,numeric__NGUỒN VỐN_1,numeric__MS,numeric__TM,numeric__31/12/2018VND,numeric__01/01/2018VND
C,C,C,NỘ PHẢI TRẢ,300,,2.607.576.357.490,2.961.046.663.825,,300.0,,2607576357490.0,2961046663825.0
I.,I.,I.,Nợ ngắn hạn,310,,1.353.944.963.798,638.919.103.441,,310.0,,1353944963798.0,638919103441.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,5.13,304.869.943.828,296.224.618.413,,311.0,513.0,304869943828.0,296224618413.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,5.14,118.283.675.643,92.009.531.003,,312.0,514.0,118283675643.0,92009531003.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,5.17,12.500.866.201,29.009.091.819,,313.0,517.0,12500866201.0,29009091819.0
4.,4.,4.,Phải trả người lao động,314,,4.342.854.630,8.205.632.386,,314.0,,4342854630.0,8205632386.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,5.15,49.337.877.072,110.231.413.214,,315.0,515.0,49337877072.0,110231413214.0
6.,6.,6.,Doanh thu chưa thực hiện ngắn hạn,318,5.16,159.135.485,463.790.823,,318.0,516.0,159135485.0,463790823.0
7.,7.,7.,Phải trả ngắn hạn khác,319,5.18,697.654.527.720,83.589.377.856,,319.0,518.0,697654527720.0,83589377856.0
8.,8.,8.,Vay và nợ thuê tài chính ngắn hạn,320,5.12,146.118.598.271,-,,320.0,512.0,146118598271.0,
9.,9.,9.,"Quỹ khen thưởng, phúc lợi",322,,20.677.484.948,19.185.647.927,,322.0,,20677484948.0,19185647927.0
II.,II.,II.,Nợ dài hạn,330,,1.253.631.393.692,2.322.127.560.384,,330.0,,1253631393692.0,2322127560384.0
1.,1.,1.,Doanh thu chưa thực hiện dài hạn,336,5.16,3.513.492.814,5.352.249.276,,336.0,516.0,3513492814.0,5352249276.0
2.,2.,2.,Phải trả dài hạn khác,337,5.18,906.126.385.537,1.572.160.664.568,,337.0,518.0,906126385537.0,1572160664568.0
3.,3.,3.,Vay và nợ thuê tài chính dài hạn,338,5.12,343.991.515.341,744.614.646.540,,338.0,512.0,343991515341.0,744614646540.0
D,D,D,VỐN CHỦ SỐ HỮU,400,,3.237.399.623.214,3.202.949.971.584,,400.0,,3237399623214.0,3202949971584.0
I.,I.,I.,Vốn chủ sở hữu,410,5.19,3.237.399.623.214,3.202.949.971.584,,410.0,519.0,3237399623214.0,3202949971584.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,2.686.319.650.000,2.510.589.130.000,,411.0,,2686319650000.0,2510589130000.0
,,,- Cổ phiếu phổ thông cóquyền biểu quyết,411a,,2.686.319.650.000,2.510.589.130.000,,,,2686319650000.0,2510589130000.0
2.,2.,2.,Thặng dư vốn cổ phần,412,,84.988.051.186,85.174.473.675,,412.0,,84988051186.0,85174473675.0
3.,3.,3.,Quỹ đầu tư phát triển,418,,113.392.273.161,98.515.473.161,,418.0,,113392273161.0,98515473161.0
4.,4.,4.,Lợi nhuận sau thuế chưa phân phối,421,,352.699.648.867,508.670.894.748,,421.0,,352699648867.0,508670894748.0
,,,- LNST chưa phân phối lũy kếđến cuối kỳ trước,421a,,189.429.103.994,167.839.999.206,,,,189429103994.0,167839999206.0
,,,- LNST chưa phân phối kỳ này,421b,,163.270.544.873,340.830.895.542,,,,163270544873.0,340830895542.0
II.,II.,II.,Nguồn kinh phí và quỹ khác,430,,-,-,,430.0,,,
,,,TỔNG CỘNG NGUỒN VỐN(440=300+400),440,,5.844.975.980.704,6.163.996.635.409,,440.0,,5844975980704.0,6163996635409.0
