row_label_raw,row_label_full,col_0,31/12/2018 (VND),31/12/2018 (VND)_1,01/01/2018 (VND),01/01/2018 (VND)_1,numeric__31/12/2018 (VND),numeric__31/12/2018 (VND)_1,numeric__01/01/2018 (VND),numeric__01/01/2018 (VND)_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,884.877.920,-,20.202.891.034,-,884877920.0,,20202891034.0,
Tổng,Tổng,Tổng,884.877.920,-,20.202.891.034,-,884877920.0,,20202891034.0,
