row_label_raw,row_label_full,TÀI SẢN,TÀI SẢN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
B -,B -,B -,TÀI SẢN DÀI HẠN,200,,16.448.944.940.776,8.492.563.816.649,,200.0,,16448944940776.0,8492563816649.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,680.381.099.250,183.391.161.752,,210.0,,680381099250.0,183391161752.0
1.,1.,1.,Trả trước cho người bán dài hạn,212,V.4.2,326.346.850.000,-,,212.0,,326346850000.0,
2.,2.,2.,Phải thu về cho vay dài hạn,215,,282.000.000,-,,215.0,,282000000.0,
3.,3.,3.,Phải thu dài hạn khác,216,V.6.2,358.737.281.076,186.541.161.752,,216.0,,358737281076.0,186541161752.0
4.,4.,4.,Dự phòng phải thu dài hạn khó đòi,219,V.7,(4.985.031.826),(3.150.000.000),,219.0,,-4985031826.0,-3150000000.0
II.,II.,II.,Tài sản cố định,220,,7.177.955.409.673,5.819.081.051.068,,220.0,,7177955409673.0,5819081051068.0
1.,1.,1.,Tài sản cố định hữu hình,221,V.11,6.382.126.902.117,5.672.823.094.020,,221.0,,6382126902117.0,5672823094020.0
,,,Nguyên giá,222,,9.188.804.681.549,7.484.988.382.760,,222.0,,9188804681549.0,7484988382760.0
,,,Giá trị hao mòn lũy kế,223,,(2.806.677.779.432),(1.812.165.288.740),,223.0,,-2806677779432.0,-1812165288740.0
2.,2.,2.,Tài sản cố định thuê tài chính,224,V.12,37.829.866.169,-,,224.0,,37829866169.0,
,,,Nguyên giá,225,,41.504.694.168,-,,225.0,,41504694168.0,
,,,Giá trị hao mòn lũy kế,226,,(3.674.827.999),-,,226.0,,-3674827999.0,
3.,3.,3.,Tài sản cố định vô hình,227,V.10,757.998.641.387,146.257.957.048,,227.0,,757998641387.0,146257957048.0
,,,Nguyên giá,228,,862.303.245.918,197.318.411.065,,228.0,,862303245918.0,197318411065.0
,,,Giá trị hao mòn lũy kế,229,,(104.304.604.531),(51.060.454.017),,229.0,,-104304604531.0,-51060454017.0
III.,III.,III.,Bất động sản đầu tư,230,V.13,1.342.043.387.731,-,,230.0,,1342043387731.0,
,,,Nguyên giá,231,,1.699.977.332.615,-,,231.0,,1699977332615.0,
,,,Giá trị hao mòn lũy kế,232,,(357.933.944.884),-,,232.0,,-357933944884.0,
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,,2.419.506.595.000,926.673.641.198,,240.0,,2419506595000.0,926673641198.0
1.,1.,1.,"Chi phí sản xuất, kinh doanh dở dang dài hạn",241,V.14.1,539.943.755.608,610.782.218.159,,241.0,,539943755608.0,610782218159.0
2.,2.,2.,Chi phí xây dựng cơ bản dở dang,242,V.14.2,1.879.562.839.392,315.891.423.039,,242.0,,1879562839392.0,315891423039.0
V.,V.,V.,Đầu tư tài chính dài hạn,250,,1.075.609.643.514,361.059.455.076,,250.0,,1075609643514.0,361059455076.0
1.,1.,1.,"Đầu tư vào công ty liên doanh, liên kết",252,V.2.3,1.022.054.520.368,337.259.455.076,,252.0,,1022054520368.0,337259455076.0
2.,2.,2.,Đầu tư góp vốn vào đơn vị khác,253,V.2.4,50.931.579.924,23.800.000.000,,253.0,,50931579924.0,23800000000.0
3.,3.,3.,Dự phòng đầu tư tài chính dài hạn,254,V.2.4,(376.456.778),-,,254.0,,-376456778.0,
4.,4.,4.,Đầu tư nằm giữ đến ngày đáo hạn,255,V.2.2.2,3.000.000.000,-,,255.0,,3000000000.0,
VI.,VI.,VI.,Tài sản dài hạn khác,260,,3.753.448.805.608,1.202.358.507.555,,260.0,,3753448805608.0,1202358507555.0
1.,1.,1.,Chi phí trả trước dài hạn,261,V.9.2,1.292.394.148.071,1.105.171.599.237,,261.0,,1292394148071.0,1105171599237.0
2.,2.,2.,Tài sản thuế thu nhập hoãn lại,262,,46.321.306.340,-,,262.0,,46321306340.0,
3.,3.,3.,Lợi thế thương mại,269,V.15,2.414.733.351.197,97.186.908.318,,269.0,,2414733351197.0,97186908318.0
,,,TỔNG CỘNG TÀI SẢN,270,,26.748.999.132.286,11.632.371.921.053,,270.0,,26748999132286.0,11632371921053.0
