row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Dự phòng,Số đầu năm > Giá trị,Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Dự phòng
Phải thu khác từ bên thứ ba,Phải thu khác từ bên thứ ba,Phải thu khác từ bên thứ ba,3.333.208.931.674,(28.142.327.216),1.086.004.874.073,(14.141.599.875),3333208931674.0,-28142327216.0,1086004874073.0,-14141599875.0
Tạm ứng,Tạm ứng,Tạm ứng,58.660.322.722,(7.123.997.047),26.407.738.748,(8.674.895.788),58660322722.0,-7123997047.0,26407738748.0,-8674895788.0
"Ký cược, ký quỹ ngắn hạn","Ký cược, ký quỹ ngắn hạn","Ký cược, ký quỹ ngắn hạn",440.697.440.199,-,1.208.488.800,-,440697440199.0,,1208488800.0,
Phải thu giá trị hoàn trả suất đầu tư,Phải thu giá trị hoàn trả suất đầu tư,Phải thu giá trị hoàn trả suất đầu tư,48.324.177.720,-,48.324.177.720,-,48324177720.0,,48324177720.0,
Phải thu hợp đồng hợp tác đầu tư,Phải thu hợp đồng hợp tác đầu tư,Phải thu hợp đồng hợp tác đầu tư,1.885.503.923.835,-,340.270.000.000,-,1885503923835.0,,340270000000.0,
Phải thu hợp đồng hợp tác kinh doanh,Phải thu hợp đồng hợp tác kinh doanh,Phải thu hợp đồng hợp tác kinh doanh,287.500.000.000,-,95.000.000.000,-,287500000000.0,,95000000000.0,
Phải thu tiền đặt cọc mua phần vốn góp,Phải thu tiền đặt cọc mua phần vốn góp,Phải thu tiền đặt cọc mua phần vốn góp,-,-,331.600.000.000,-,,,331600000000.0,
Phải thu khác,Phải thu khác,Phải thu khác,612.523.067.198,(21.018.330.169),243.194.468.805,(5.466.704.087),612523067198.0,-21018330169.0,243194468805.0,-5466704087.0
Phải thu khác từ bên liên quan,Phải thu khác từ bên liên quan,Phải thu khác từ bên liên quan,2.742.347.427,-,2.139.647.426,-,2742347427.0,,2139647426.0,
Phải thu khác,Phải thu khác,Phải thu khác,2.742.347.427,-,2.139.647.426,-,2742347427.0,,2139647426.0,
