row_label_raw,row_label_full,Dự án Khu dân cư Nam Cầu Cẩm Lệ,Số cuối năm > 585.817.218.686,Số đầu năm > -,numeric__Số cuối năm > 585.817.218.686,numeric__Số đầu năm > -
Dự án Khu nhà ở Tam Binh - Hiệp Binh Phước,Dự án Khu nhà ở Tam Binh - Hiệp Binh Phước,Dự án Khu nhà ở Tam Binh - Hiệp Binh Phước,29.081.699.694,-,29081699694.0,
"Chi phí sản xuất, kinh doanh dở dang khác","Chi phí sản xuất, kinh doanh dở dang khác","Chi phí sản xuất, kinh doanh dở dang khác",39.217.122.563,17.046.660.131,39217122563.0,17046660131.0
Cộng,Cộng,Cộng,654.116.040.943,17.046.660.131,654116040943.0,17046660131.0
