row_label_raw,row_label_full,Thuế giá trị gia tăng,Số đầu năm > 4.087.197.352,Số phải nộp/tăng do hợp nhất trong năm > 175.236.559.100,Số đã nộp trong năm > 131.638.132.005,Số cuối năm > 47.685.624.447,numeric__Số đầu năm > 4.087.197.352,numeric__Số phải nộp/tăng do hợp nhất trong năm > 175.236.559.100,numeric__Số đã nộp trong năm > 131.638.132.005,numeric__Số cuối năm > 47.685.624.447
Thuế thu nhập doanh nghiệp (i),Thuế thu nhập doanh nghiệp (i),Thuế thu nhập doanh nghiệp (i),101.728.306.745,114.260.870.137,128.285.630.692,87.703.546.190,101728306745.0,114260870137.0,128285630692.0,87703546190.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,2.448.697.072,41.993.834.909,28.211.538.729,16.230.993.252,2448697072.0,41993834909.0,28211538729.0,16230993252.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,582.291.060,16.248.528.359,8.168.159.790,8.662.659.629,582291060.0,16248528359.0,8168159790.0,8662659629.0
Cộng,Cộng,Cộng,108.846.492.229,347.739.792.505,296.303.461.216,160.282.823.518,108846492229.0,347739792505.0,296303461216.0,160282823518.0
