row_label_raw,row_label_full,Các bên cho vay,Vay ngắn hạn,Vay ngắn hạn_1,Vay dài hạn,Vay dài hạn_1,Vay dài hạn_2,Vay dài hạn_3,Vay dài hạn_4,numeric__Vay ngắn hạn,numeric__Vay ngắn hạn_1,numeric__Vay dài hạn,numeric__Vay dài hạn_1,numeric__Vay dài hạn_2,numeric__Vay dài hạn_3,numeric__Vay dài hạn_4
Các bên cho vay,Các bên cho vay,Các bên cho vay,Số dư,Lãi suất/năm,Số dư vay dài hạn đến hạn trả,Số dư vay dài hạn,Tổng số dư,Lãi suất/năm,Kỳ hạn,,,,,,,
Ngân hàng,Các bên cho vay > Ngân hàng,Ngân hàng,2.537.420.166.239,,386.626.550.303,4.887.097.794.427,5.273.724.344.730,,,2537420166239.0,,386626550303.0,4887097794427.0,5273724344730.0,,
Ngân hàng 1,Các bên cho vay > Ngân hàng 1,Ngân hàng 1,657.625.342.678,"3,2% - 8,9%",19.454.570.210,51.021.059.910,70.475.630.120,"7,8% - 12,5%",60 tháng,657625342678.0,,19454570210.0,51021059910.0,70475630120.0,,
Ngân hàng 2,Các bên cho vay > Ngân hàng 2,Ngân hàng 2,-,,31.200.000.000,261.980.993.422,293.180.993.422,"8% - 11,4%",107 - 180 tháng,,,31200000000.0,261980993422.0,293180993422.0,,
Ngân hàng 3,Các bên cho vay > Ngân hàng 3,Ngân hàng 3,814.706.808.643,"3% - 8,3%",271.536.355.686,1.986.414.567.172,2.257.950.922.858,"7,8% - 10,3%",24 - 234 tháng,814706808643.0,,271536355686.0,1986414567172.0,2257950922858.0,,
Ngân hàng 4,Các bên cho vay > Ngân hàng 4,Ngân hàng 4,957.577.777.183,"2,9% - 9%",27.617.612.230,2.168.027.433.645,2.195.645.045.875,"5,5% - 11%",24 - 216 tháng,957577777183.0,,27617612230.0,2168027433645.0,2195645045875.0,,
Ngân hàng 5,Các bên cho vay > Ngân hàng 5,Ngân hàng 5,6.196.222.435,"8,8% - 10%",173.400.000,1.003.500.000,1.176.900.000,11%,60 tháng,6196222435.0,,173400000.0,1003500000.0,1176900000.0,0.11,
Ngân hàng 6,Các bên cho vay > Ngân hàng 6,Ngân hàng 6,15.933.399.000,3% - 8%,30.179.750.000,411.597.750.000,441.777.500.000,11%,120 tháng,15933399000.0,,30179750000.0,411597750000.0,441777500000.0,0.11,
Ngân hàng 7,Các bên cho vay > Ngân hàng 7,Ngân hàng 7,42.442.150.000,3% - 4%,-,-,-,,,42442150000.0,,,,,,
Ngân hàng 8,Các bên cho vay > Ngân hàng 8,Ngân hàng 8,1.797.135.450,3% - 4%,-,-,-,,,1797135450.0,,,,,,
Ngân hàng 9,Các bên cho vay > Ngân hàng 9,Ngân hàng 9,-,,4.218.462.177,6.116.490.278,10.334.952.455,"10,85% - 14,25%",60 - 84 tháng,,,4218462177.0,6116490278.0,10334952455.0,,
Ngân hàng 10,Các bên cho vay > Ngân hàng 10,Ngân hàng 10,30.949.684.570,"4,3% - 7,5%",-,-,-,,,30949684570.0,,,,,,
Ngân hàng 11,Các bên cho vay > Ngân hàng 11,Ngân hàng 11,-,,2.246.400.000,936.000.000,3.182.400.000,"7,97%",24 tháng,,,2246400000.0,936000000.0,3182400000.0,0.0797,
Ngân hàng 12,Các bên cho vay > Ngân hàng 12,Ngân hàng 12,10.191.646.280,"3,2% - 4,5%",-,-,-,,,10191646280.0,,,,,,
Tổ chức tài chính,Các bên cho vay > Tổ chức tài chính,Tổ chức tài chính,382.881.539.781,,11.677.158.896,16.557.560.359,28.234.719.255,,,382881539781.0,,11677158896.0,16557560359.0,28234719255.0,,
Tổ chức tài chính 1,Các bên cho vay > Tổ chức tài chính 1,Tổ chức tài chính 1,19.608.849.648,13%,-,-,-,,,19608849648.0,0.13,,,,,
Tổ chức tài chính 2,Các bên cho vay > Tổ chức tài chính 2,Tổ chức tài chính 2,15.884.699.999,13%,-,-,-,,,15884699999.0,0.13,,,,,
Tổ chức tài chính 3,Các bên cho vay > Tổ chức tài chính 3,Tổ chức tài chính 3,120.892.758.109,"12,5%",-,-,-,,,120892758109.0,0.125,,,,,
Tổ chức tài chính 4,Các bên cho vay > Tổ chức tài chính 4,Tổ chức tài chính 4,33.553.682.447,"12,5%",-,-,-,,,33553682447.0,0.125,,,,,
Tổ chức tài chính 5,Các bên cho vay > Tổ chức tài chính 5,Tổ chức tài chính 5,12.486.726.054,"12,2%",-,-,-,,,12486726054.0,0.122,,,,,
Tổ chức tài chính 6,Các bên cho vay > Tổ chức tài chính 6,Tổ chức tài chính 6,47.193.514.012,11%,-,-,-,,,47193514012.0,0.11,,,,,
Tổ chức tài chính 7,Các bên cho vay > Tổ chức tài chính 7,Tổ chức tài chính 7,24.898.192.608,"12,5%",-,-,-,,,24898192608.0,0.125,,,,,
Tổ chức tài chính 8,Các bên cho vay > Tổ chức tài chính 8,Tổ chức tài chính 8,92.233.865.961,13%,-,-,-,,,92233865961.0,0.13,,,,,
Tổ chức tài chính 9,Các bên cho vay > Tổ chức tài chính 9,Tổ chức tài chính 9,16.129.250.943,"12,5%",-,-,-,,,16129250943.0,0.125,,,,,
Tổ chức tài chính 10,Các bên cho vay > Tổ chức tài chính 10,Tổ chức tài chính 10,-,,11.677.158.896,6.221.335.544,17.898.494.440,"10,14%-10,2%",54 tháng,,,11677158896.0,6221335544.0,17898494440.0,,
Tổ chức tài chính 11,Các bên cho vay > Tổ chức tài chính 11,Tổ chức tài chính 11,-,,-,10.336.224.815,10.336.224.815,"8% - 10,7%",60 tháng,,,,10336224815.0,10336224815.0,,
Đối tượng khác,Các bên cho vay > Đối tượng khác,Đối tượng khác,1.449.000.000,,-,-,-,,,1449000000.0,,,,,,
Đối tượng khác 1,Các bên cho vay > Đối tượng khác 1,Đối tượng khác 1,1.449.000.000,6%,-,-,-,,,1449000000.0,0.06,,,,,
Cộng,Các bên cho vay > Cộng,Cộng,2.921.750.706.020,,398.303.709.199,4.903.655.354.786,5.301.959.063.985,,,2921750706020.0,,398303709199.0,4903655354786.0,5301959063985.0,,
