row_label_raw,row_label_full,Tên,Địa chỉ,Ngành nghề kinh doanh,Tỷ lệ lợi ích (%),Tỷ lệ quyền biểu quyết(%),numeric__Địa chỉ,numeric__Ngành nghề kinh doanh,numeric__Tỷ lệ lợi ích (%),numeric__Tỷ lệ quyền biểu quyết(%)
- Công ty cổ phần Ô tô Trường Chinh,- Công ty cổ phần Ô tô Trường Chinh,- Công ty cổ phần Ô tô Trường Chinh,Hồ Chí Minh,Dịch vụ thương mại,"7,46%","51,00%",,,0.0746,0.51
- Công ty cổ phần Savico Kỳ Nguyên Mới,- Công ty cổ phần Savico Kỳ Nguyên Mới,- Công ty cổ phần Savico Kỳ Nguyên Mới,Nam Định,Dịch vụ thương mại,"34,56%","51,00%",,,0.3456,0.51
- Công ty TNHH Đầu tư và Phát triển SVC Miền Bắc,- Công ty TNHH Đầu tư và Phát triển SVC Miền Bắc,- Công ty TNHH Đầu tư và Phát triển SVC Miền Bắc,Hà Nội,Dịch vụ thương mại,"67,75%","99,98%",,,0.6775,0.9998
- Công ty cổ phần Carpla,- Công ty cổ phần Carpla,- Công ty cổ phần Carpla,Hà Nội,Dịch vụ thương mại,"74,20%","100,00%",,,0.742,1.0
- Công ty cổ phần G-Lynk,- Công ty cổ phần G-Lynk,- Công ty cổ phần G-Lynk,Hà Nội,Dịch vụ thương mại,"67,56%","99,72%",,,0.6756,0.9972
- Công ty cổ phần Ô tô Đông Bình Dương,- Công ty cổ phần Ô tô Đông Bình Dương,- Công ty cổ phần Ô tô Đông Bình Dương,Bình Dương,Dịch vụ thương mại,"31,64%","65,00%",,,0.3164,0.65
"Công ty liên doanh, liên kết","Công ty liên doanh, liên kết","Công ty liên doanh, liên kết","Công ty liên doanh, liên kết","Công ty liên doanh, liên kết","Công ty liên doanh, liên kết","Công ty liên doanh, liên kết",,,,
- Công ty TNHH NVT Holdings,"Công ty liên doanh, liên kết > - Công ty TNHH NVT Holdings",- Công ty TNHH NVT Holdings,Hà Nội,Kinh doanh bất động sản,"50,00%","50,00%",,,0.5,0.5
- Công ty TNHH BOT Hùng Thắng Phú Thọ,"Công ty liên doanh, liên kết > - Công ty TNHH BOT Hùng Thắng Phú Thọ",- Công ty TNHH BOT Hùng Thắng Phú Thọ,Phú Thọ,Hạ tầng giao thông,"30,00%","30,00%",,,0.3,0.3
- Công ty cổ phần Toyota Đông Sài Gòn,"Công ty liên doanh, liên kết > - Công ty cổ phần Toyota Đông Sài Gòn",- Công ty cổ phần Toyota Đông Sài Gòn,Hồ Chí Minh,Dịch vụ thương mại,"16,39%","30,30%",,,0.16390000000000002,0.303
