row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Phải thu khách hàng là bên thứ ba,Phải thu khách hàng là bên thứ ba,Phải thu khách hàng là bên thứ ba,1.380.393.608.801,454.772.458.730,1380393608801.0,454772458730.0
Phải thu hoạt động xây lắp,Phải thu hoạt động xây lắp,Phải thu hoạt động xây lắp,362.582.514.886,367.880.986.002,362582514886.0,367880986002.0
Ủy ban nhân dân Quận Nam Từ Liêm,Ủy ban nhân dân Quận Nam Từ Liêm,Ủy ban nhân dân Quận Nam Từ Liêm,244.883.010.283,244.883.010.283,244883010283.0,244883010283.0
Sở GTVT tỉnh Thái Bình,Sở GTVT tỉnh Thái Bình,Sở GTVT tỉnh Thái Bình,89.903.800.000,90.344.054.000,89903800000.0,90344054000.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,27.795.704.603,32.653.921.719,27795704603.0,32653921719.0
Phải thu kinh doanh Bất động sản,Phải thu kinh doanh Bất động sản,Phải thu kinh doanh Bất động sản,73.984.990.871,24.121.570.910,73984990871.0,24121570910.0
Phải thu hoạt động bán hàng hóa,Phải thu hoạt động bán hàng hóa,Phải thu hoạt động bán hàng hóa,739.188.843.250,-,739188843250.0,
Phải thu hoạt động khác,Phải thu hoạt động khác,Phải thu hoạt động khác,204.637.259.794,62.769.901.818,204637259794.0,62769901818.0
Phải thu khách hàng là bên liên quan,Phải thu khách hàng là bên liên quan,Phải thu khách hàng là bên liên quan,21.141.804.896,2.022.048.612,21141804896.0,2022048612.0
Phải thu hoạt động bán hàng hóa,Phải thu hoạt động bán hàng hóa,Phải thu hoạt động bán hàng hóa,19.239.964.546,-,19239964546.0,
Phải thu hoạt động khác,Phải thu hoạt động khác,Phải thu hoạt động khác,1.901.840.350,2.022.048.612,1901840350.0,2022048612.0
(Chi tiết phải thu khách hàng là bên liên quan được thuyết minh tại thuyết minh số VIII.2),(Chi tiết phải thu khách hàng là bên liên quan được thuyết minh tại thuyết minh số VIII.2),(Chi tiết phải thu khách hàng là bên liên quan được thuyết minh tại thuyết minh số VIII.2),(Chi tiết phải thu khách hàng là bên liên quan được thuyết minh tại thuyết minh số VIII.2),(Chi tiết phải thu khách hàng là bên liên quan được thuyết minh tại thuyết minh số VIII.2),,
Cộng,(Chi tiết phải thu khách hàng là bên liên quan được thuyết minh tại thuyết minh số VIII.2) > Cộng,Cộng,1.401.535.413.697,456.794.507.342,1401535413697.0,456794507342.0
