row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,300,,15.435.698.347.191,7.758.904.854.694,,300.0,,15435698347191.0,7758904854694.0
I.,I.,I.,Nợ ngắn hạn,310,,8.203.106.901.569,2.208.582.904.728,,310.0,,8203106901569.0,2208582904728.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,V.16,808.160.218.145,430.237.861.132,,311.0,,808160218145.0,430237861132.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,V.17.1,263.646.632.221,121.781.062.837,,312.0,,263646632221.0,121781062837.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,V.18.1,160.282.823.518,108.846.492.229,,313.0,,160282823518.0,108846492229.0
4.,4.,4.,Phải trả người lao động,314,,177.954.212.167,26.608.623.966,,314.0,,177954212167.0,26608623966.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,V.19.1,134.424.958.036,69.918.537.772,,315.0,,134424958036.0,69918537772.0
6.,6.,6.,Doanh thu chưa thực hiện ngắn hạn,318,V.20.1,23.335.140.879,1.101.388.297,,318.0,,23335140879.0,1101388297.0
7.,7.,7.,Phải trả ngắn hạn khác,319,V.21.1,3.215.250.032.504,1.142.864.942.247,,319.0,,3215250032504.0,1142864942247.0
8.,8.,8.,Vay và nợ thuê tài chính ngắn hạn,320,V.23.1,3.320.054.415.219,280.324.273.649,,320.0,,3320054415219.0,280324273649.0
9.,9.,9.,Dự phòng phải trả ngắn hạn,321,V.22.1,63.278.574.697,4.096.643.503,,321.0,,63278574697.0,4096643503.0
10.,10.,10.,"Quỹ khen thưởng, phúc lợi",322,,36.719.894.183,22.803.079.096,,322.0,,36719894183.0,22803079096.0
II.,II.,II.,Nợ dài hạn,330,,7.232.591.445.622,5.550.321.949.966,,330.0,,7232591445622.0,5550321949966.0
1.,1.,1.,Người mua trả tiền trước dài hạn,332,V.17.2,77.999.898.748,94.565.298.415,,332.0,,77999898748.0,94565298415.0
2.,2.,2.,Chi phí phải trả dài hạn,333,V.19.2,1.514.764.261,-,,333.0,,1514764261.0,
3.,3.,3.,Doanh thu chưa thực hiện dài hạn,336,V.20.2,56.401.300.730,596.268.865,,336.0,,56401300730.0,596268865.0
4.,4.,4.,Phải trả dài hạn khác,337,V.21.2,1.537.179.531.474,862.882.214.510,,337.0,,1537179531474.0,862882214510.0
5.,5.,5.,Vay và nợ thuê tài chính dài hạn,338,V.23.2,4.903.655.354.786,4.553.817.422.717,,338.0,,4903655354786.0,4553817422717.0
6.,6.,6.,Thuế thu nhập hoãn lại phải trả,341,,589.999.070.937,-,,341.0,,589999070937.0,
7.,7.,7.,Dự phòng phải trả dài hạn,342,V.22.2,65.841.524.686,38.460.745.459,,342.0,,65841524686.0,38460745459.0
D - VỐN CHỦ SỞ HỮU,D - VỐN CHỦ SỞ HỮU,D - VỐN CHỦ SỞ HỮU,D - VỐN CHỦ SỞ HỮU,400,,11.313.300.785.095,3.873.467.066.359,,400.0,,11313300785095.0,3873467066359.0
I.,I.,I.,Vốn chủ sở hữu,410,V.24,11.313.300.785.095,3.873.467.066.359,,410.0,,11313300785095.0,3873467066359.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,8.925.119.650.000,3.486.319.650.000,,411.0,,8925119650000.0,3486319650000.0
-,-,-,Cổ phiếu phổ thông có quyền biểu quyết,411a,,8.925.119.650.000,3.486.319.650.000,,,,8925119650000.0,3486319650000.0
-,-,-,Cổ phiếu ưu đãi,411b,,-,-,,,,,
2.,- > 2.,2.,Thặng dư vốn cổ phần,412,,(790.282.631.426),84.146.444.796,,412.0,,-790282631426.0,84146444796.0
3.,- > 3.,3.,Quỹ đầu tư phát triển,418,,125.326.835.329,125.326.835.329,,418.0,,125326835329.0,125326835329.0
4.,- > 4.,4.,Lợi nhuận sau thuế chưa phân phối,421,,239.587.173.906,192.402.394.312,,421.0,,239587173906.0,192402394312.0
-,- > -,-,LNST chưa phân phối lũy kế đến cuối kỳ trước,421a,,192.391.330.127,47.837.153.071,,,,192391330127.0,47837153071.0
-,- > -,-,LNST chưa phân phối kỳ này,421b,,47.195.843.779,144.565.241.241,,,,47195843779.0,144565241241.0
5.,- > 5.,5.,Lợi ích cổ đông không kiểm soát,429,,2.813.549.757.286,(14.728.258.078),,429.0,,2813549757286.0,-14728258078.0
,,,TỔNG CỘNG NGUỒN VỐN,440,,26.748.999.132.286,11.632.371.921.053,,440.0,,26748999132286.0,11632371921053.0
