row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,VI.1,10.995.242.821.798,1.073.192.908.035,,1.0,,10995242821798.0,1073192908035.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,,13.492.599.834,31.553.283,,2.0,,13492599834.0,31553283.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,,10.981.750.221.964,1.073.161.354.752,,10.0,,10981750221964.0,1073161354752.0
4.,4.,4.,Giá vốn hàng bán,11,VI.2,9.949.960.088.056,683.110.742.799,,11.0,,9949960088056.0,683110742799.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,1.031.790.133.908,390.050.611.953,,20.0,,1031790133908.0,390050611953.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,VI.3,376.200.206.685,368.051.525.761,,21.0,,376200206685.0,368051525761.0
7.,7.,7.,Chi phí tài chính,22,VI.4,405.905.966.955,310.849.818.159,,22.0,,405905966955.0,310849818159.0
7.,7.,7.,Trong đó: chi phí lãi vay,23,,385.698.233.569,310.148.255.529,,23.0,,385698233569.0,310148255529.0
8.,8.,8.,"Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",24,,(18.628.188.003),12.100.239.680,,24.0,,-18628188003.0,12100239680.0
9.,9.,9.,Chi phí bán hàng,25,VI.5,378.473.665.460,25.096.674.652,,25.0,,378473665460.0,25096674652.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,VI.6,538.226.514.225,242.564.882.403,,26.0,,538226514225.0,242564882403.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh,30,,66.756.005.950,191.691.002.180,,30.0,,66756005950.0,191691002180.0
12.,12.,12.,Thu nhập khác,31,,66.535.447.634,2.948.243.119,,31.0,,66535447634.0,2948243119.0
13.,13.,13.,Chi phí khác,32,,77.445.543.396,3.656.697.661,,32.0,,77445543396.0,3656697661.0
14.,14.,14.,Lợi nhuận khác,40,,(10.910.095.762),(708.454.542),,40.0,,-10910095762.0,-708454542.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế,50,,55.845.910.188,190.982.547.638,,50.0,,55845910188.0,190982547638.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,VI.8,29.612.771.480,47.137.025.330,,51.0,,29612771480.0,47137025330.0
17.,17.,17.,Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,,(30.115.525.855),-,,52.0,,-30115525855.0,
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,56.348.664.563,143.845.522.308,,60.0,,56348664563.0,143845522308.0
19.,19.,19.,Lợi nhuận sau thuế của công ty mẹ,61,,47.195.843.779,144.565.241.241,,61.0,,47195843779.0,144565241241.0
20.,20.,20.,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,9.152.820.784,(719.718.933),,62.0,,9152820784.0,-719718933.0
21.,21.,21.,Lãi cơ bản trên cổ phiếu,70,VI.09,"90,76","414,66",,70.0,,90.76,414.66
22.,22.,22.,Lãi suy giảm trên cổ phiếu,71,VI.10,"74,18","143,32",,71.0,,74.18,143.32
