row_label_raw,row_label_full,22.1 Dự phòng phải trả ngắn hạn,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Dự phòng nghiệp vụ bảo hiểm,Dự phòng nghiệp vụ bảo hiểm,Dự phòng nghiệp vụ bảo hiểm,50.220.055.573,4.096.643.503,50220055573.0,4096643503.0
Dự phòng chi phí bảo dưỡng hàng hóa đã bán,Dự phòng chi phí bảo dưỡng hàng hóa đã bán,Dự phòng chi phí bảo dưỡng hàng hóa đã bán,13.058.519.124,-,13058519124.0,
Cộng,Cộng,Cộng,63.278.574.697,4.096.643.503,63278574697.0,4096643503.0
22.2 Dự phòng phải trả dài hạn,22.2 Dự phòng phải trả dài hạn,22.2 Dự phòng phải trả dài hạn,Số cuối năm,Số đầu năm,,
Dự phòng chi phí bảo dưỡng hàng hóa đã bán,22.2 Dự phòng phải trả dài hạn > Dự phòng chi phí bảo dưỡng hàng hóa đã bán,Dự phòng chi phí bảo dưỡng hàng hóa đã bán,27.380.779.227,-,27380779227.0,
Dự phòng chi phí đại tu Dự án BOT định kỳ,22.2 Dự phòng phải trả dài hạn > Dự phòng chi phí đại tu Dự án BOT định kỳ,Dự phòng chi phí đại tu Dự án BOT định kỳ,38.460.745.459,38.460.745.459,38460745459.0,38460745459.0
Cộng,22.2 Dự phòng phải trả dài hạn > Cộng,Cộng,65.841.524.686,38.460.745.459,65841524686.0,38460745459.0
