row_label_raw,row_label_full,Tên,Địa chỉ,Ngành nghề kinh doanh,Tỷ lệ lợi ích (%),Tỷ lệ quyền biểu quyết(%),numeric__Địa chỉ,numeric__Ngành nghề kinh doanh,numeric__Tỷ lệ lợi ích (%),numeric__Tỷ lệ quyền biểu quyết(%)
- Công ty cổ phần Ô tô Sài Gòn Cửu Long,- Công ty cổ phần Ô tô Sài Gòn Cửu Long,- Công ty cổ phần Ô tô Sài Gòn Cửu Long,Cần Thơ,Dịch vụ thương mại,"45,53%","84,17%",,,0.45530000000000004,0.8417
- Công ty cổ phần Ô tô Nam Sông Hậu,- Công ty cổ phần Ô tô Nam Sông Hậu,- Công ty cổ phần Ô tô Nam Sông Hậu,Cần Thơ,Dịch vụ thương mại,"27,59%","51,00%",,,0.2759,0.51
- Công ty cổ phần Ô tô Bà Rịa Vũng Tàu,- Công ty cổ phần Ô tô Bà Rịa Vũng Tàu,- Công ty cổ phần Ô tô Bà Rịa Vũng Tàu,Bà Rịa - Vũng Tàu,Dịch vụ thương mại,"27,59%","51,00%",,,0.2759,0.51
- Công ty TNHH Thương mại và Dịch vụ ô tô Đồng Hiệp,- Công ty TNHH Thương mại và Dịch vụ ô tô Đồng Hiệp,- Công ty TNHH Thương mại và Dịch vụ ô tô Đồng Hiệp,Long An,Dịch vụ thương mại,"32,45%","60,00%",,,0.3245,0.6
- Công ty TNHH Ô tô Lâm Đồng,- Công ty TNHH Ô tô Lâm Đồng,- Công ty TNHH Ô tô Lâm Đồng,Lâm Đồng,Dịch vụ thương mại,"28,13%","52,00%",,,0.2813,0.52
- Công ty cổ phần Dịch vụ Ô tô Thành phố Mới Bình Dương,- Công ty cổ phần Dịch vụ Ô tô Thành phố Mới Bình Dương,- Công ty cổ phần Dịch vụ Ô tô Thành phố Mới Bình Dương,Bình Dương,Dịch vụ thương mại,"20,83%","50,60%",,,0.20829999999999999,0.506
- Công ty cổ phần Ô tô Sao Tây Nam,- Công ty cổ phần Ô tô Sao Tây Nam,- Công ty cổ phần Ô tô Sao Tây Nam,Cần Thơ,Dịch vụ thương mại,"37,86%","70,00%",,,0.3786,0.7
- Công ty cổ phần Dịch vụ ô tô Cần Thơ,- Công ty cổ phần Dịch vụ ô tô Cần Thơ,- Công ty cổ phần Dịch vụ ô tô Cần Thơ,Cần Thơ,Dịch vụ thương mại,"40,24%","85,00%",,,0.40240000000000004,0.85
- Công ty cổ phần Đầu tư Phát triển Savico Miền Nam,- Công ty cổ phần Đầu tư Phát triển Savico Miền Nam,- Công ty cổ phần Đầu tư Phát triển Savico Miền Nam,Hồ Chí Minh,Kinh doanh BĐS,"53,01%","98,00%",,,0.5301,0.98
- Công ty cổ phần Ô tô New Energy,- Công ty cổ phần Ô tô New Energy,- Công ty cổ phần Ô tô New Energy,Hồ Chí Minh,Dịch vụ thương mại,"27,59%","51,00%",,,0.2759,0.51
- Công ty cổ phần Bến Thành Ô tô,- Công ty cổ phần Bến Thành Ô tô,- Công ty cổ phần Bến Thành Ô tô,Hồ Chí Minh,Dịch vụ thương mại,"14,64%","52,00%",,,0.1464,0.52
- Công ty cổ phần Đầu tư Thương mại Dịch vụ Sài Gòn Ô tô Cần Thơ,- Công ty cổ phần Đầu tư Thương mại Dịch vụ Sài Gòn Ô tô Cần Thơ,- Công ty cổ phần Đầu tư Thương mại Dịch vụ Sài Gòn Ô tô Cần Thơ,Cần Thơ,Dịch vụ thương mại,"25,41%","90,25%",,,0.2541,0.9025
- Công ty TNHH FX Auto,- Công ty TNHH FX Auto,- Công ty TNHH FX Auto,Hồ Chí Minh,Dịch vụ thương mại,"15,43%","57,26%",,,0.1543,0.5726
- Công ty cổ phần Đầu tư Thương mại Dịch vụ Ô tô Tân Phú,- Công ty cổ phần Đầu tư Thương mại Dịch vụ Ô tô Tân Phú,- Công ty cổ phần Đầu tư Thương mại Dịch vụ Ô tô Tân Phú,Hồ Chí Minh,Dịch vụ thương mại,"15,93%","81,05%",,,0.1593,0.8105
- Công ty TNHH Thương mại Dịch vụ Sài Gòn Viễn Đông,- Công ty TNHH Thương mại Dịch vụ Sài Gòn Viễn Đông,- Công ty TNHH Thương mại Dịch vụ Sài Gòn Viễn Đông,Hồ Chí Minh,Dịch vụ thương mại,"31,02%","100,00%",,,0.3102,1.0
- Công ty TNHH Toyota Long Biên,- Công ty TNHH Toyota Long Biên,- Công ty TNHH Toyota Long Biên,Hà Nội,Dịch vụ thương mại,"34,56%","51,00%",,,0.3456,0.51
- Công ty TNHH Toyota Hải Dương,- Công ty TNHH Toyota Hải Dương,- Công ty TNHH Toyota Hải Dương,Hải Dương,Dịch vụ thương mại,"17,63%","51,00%",,,0.17629999999999998,0.51
- Công ty TNHH Toyota Chí Linh,- Công ty TNHH Toyota Chí Linh,- Công ty TNHH Toyota Chí Linh,Hải Dương,Dịch vụ thương mại,"8,99%","51,00%",,,0.08990000000000001,0.51
- Công ty TNHH Đầu tư và Dịch vụ Ô tô Hải Dương,- Công ty TNHH Đầu tư và Dịch vụ Ô tô Hải Dương,- Công ty TNHH Đầu tư và Dịch vụ Ô tô Hải Dương,Hải Dương,Dịch vụ thương mại,"34,56%","51,00%",,,0.3456,0.51
- Công ty cổ phần Ô tô Sông Hàn,- Công ty cổ phần Ô tô Sông Hàn,- Công ty cổ phần Ô tô Sông Hàn,Đà Nẵng,Dịch vụ thương mại,"19,31%","51,00%",,,0.1931,0.51
- Công ty cổ phần Ô tô Bình Định.,- Công ty cổ phần Ô tô Bình Định.,- Công ty cổ phần Ô tô Bình Định.,Bình Định,Dịch vụ thương mại,"19,31%","51,00%",,,0.1931,0.51
- Công ty cổ phần Hưng Thịnh Ô tô,- Công ty cổ phần Hưng Thịnh Ô tô,- Công ty cổ phần Hưng Thịnh Ô tô,Đà Nẵng,Dịch vụ thương mại,"20,82%","55,00%",,,0.2082,0.55
- Công ty TNHH MTV Ô tô Gia Lai,- Công ty TNHH MTV Ô tô Gia Lai,- Công ty TNHH MTV Ô tô Gia Lai,Gia Lai,Dịch vụ thương mại,"19,31%","100,00%",,,0.1931,1.0
- Công ty cổ phần Ô tô Kon Tum,- Công ty cổ phần Ô tô Kon Tum,- Công ty cổ phần Ô tô Kon Tum,Kon Tum,Dịch vụ thương mại,"19,14%","99,10%",,,0.19140000000000001,0.991
