row_label_raw,row_label_full,a) Số tiền đi vay thực thu trong năm,Năm 2021VND,Năm 2020VND,numeric__Năm 2021VND,numeric__Năm 2020VND
Tiền thu từ đi vay theo khế ước thông thường;,Tiền thu từ đi vay theo khế ước thông thường;,Tiền thu từ đi vay theo khế ước thông thường;,6.873.694.372.461,2.065.950.544.691,6873694372461.0,2065950544691.0
b) Số tiền đã thực trả gốc vay trong năm,b) Số tiền đã thực trả gốc vay trong năm,b) Số tiền đã thực trả gốc vay trong năm,,,,
Tiền trả nợ gốc vay theo khế ước thông thường;,b) Số tiền đã thực trả gốc vay trong năm > Tiền trả nợ gốc vay theo khế ước thông thường;,Tiền trả nợ gốc vay theo khế ước thông thường;,5.978.827.738.125,1.327.797.219.785,5978827738125.0,1327797219785.0
