row_label_raw,row_label_full,col_0,31/12/2021,01/01/2021,numeric__31/12/2021,numeric__01/01/2021
,,,VND,VND,,
a) Chi phí trả trước ngắn hạn,a) Chi phí trả trước ngắn hạn,a) Chi phí trả trước ngắn hạn,a) Chi phí trả trước ngắn hạn,a) Chi phí trả trước ngắn hạn,,
- Công cụ dụng cụ xuất dùng,a) Chi phí trả trước ngắn hạn > - Công cụ dụng cụ xuất dùng,- Công cụ dụng cụ xuất dùng,810.230.865,677.777.422,810230865.0,677777422.0
- Chi phí sửa chữa,a) Chi phí trả trước ngắn hạn > - Chi phí sửa chữa,- Chi phí sửa chữa,352.753.565,305.515.970,352753565.0,305515970.0
- Chi phí thuê văn phòng,a) Chi phí trả trước ngắn hạn > - Chi phí thuê văn phòng,- Chi phí thuê văn phòng,3.320.728.061,1.731.282.870,3320728061.0,1731282870.0
- Chi phí trả trước tiền quản lý vận hành,a) Chi phí trả trước ngắn hạn > - Chi phí trả trước tiền quản lý vận hành,- Chi phí trả trước tiền quản lý vận hành,4.311.618.142,1.948.467.009,4311618142.0,1948467009.0
- Chi phí trả trước ngắn hạn khác,a) Chi phí trả trước ngắn hạn > - Chi phí trả trước ngắn hạn khác,- Chi phí trả trước ngắn hạn khác,8.716.197.793,5.104.783.752,8716197793.0,5104783752.0
,,,17.511.528.426,9.767.827.023,17511528426.0,9767827023.0
b) Chi phí trả trước dài hạn,b) Chi phí trả trước dài hạn,b) Chi phí trả trước dài hạn,b) Chi phí trả trước dài hạn,b) Chi phí trả trước dài hạn,,
- Công cụ dụng cụ xuất dùng,b) Chi phí trả trước dài hạn > - Công cụ dụng cụ xuất dùng,- Công cụ dụng cụ xuất dùng,8.984.848.695,2.732.770.850,8984848695.0,2732770850.0
- Chi phí sửa chữa,b) Chi phí trả trước dài hạn > - Chi phí sửa chữa,- Chi phí sửa chữa,29.512.472.759,21.042.311.893,29512472759.0,21042311893.0
- Chi phí trả trước dài hạn khác,b) Chi phí trả trước dài hạn > - Chi phí trả trước dài hạn khác,- Chi phí trả trước dài hạn khác,7.612.166.222,680.411.464,7612166222.0,680411464.0
,,,46.109.487.676,24.455.494.207,46109487676.0,24455494207.0
