row_label_raw,row_label_full,col_0,31/12/2021 > Giá trị,31/12/2021 > Số có khả năng trả nợ,01/01/2021 > Giá trị,01/01/2021 > Số có khả năng trả nợ,numeric__31/12/2021 > Giá trị,numeric__31/12/2021 > Số có khả năng trả nợ,numeric__01/01/2021 > Giá trị,numeric__01/01/2021 > Số có khả năng trả nợ
,,,VND,VND,VND,VND,,,,
a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,,,,
- Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỳ,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỳ,- Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỳ,723.356.821,723.356.821,5.289.021.395,5.289.021.395,723356821.0,723356821.0,5289021395.0,5289021395.0
- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,4.645.794.904,4.645.794.904,20.455.216.257,20.455.216.257,4645794904.0,4645794904.0,20455216257.0,20455216257.0
- Công ty Cổ phần Dolphin 2 Việt Nam,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Dolphin 2 Việt Nam,- Công ty Cổ phần Dolphin 2 Việt Nam,-,-,33.306.512.000,33.306.512.000,,,33306512000.0,33306512000.0
- Công ty Cổ phần Bất động sản Newlife,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Bất động sản Newlife,- Công ty Cổ phần Bất động sản Newlife,5.219.692.396,5.219.692.396,-,-,5219692396.0,5219692396.0,,
- Công ty Cổ phần Bất động sản Galaxy Land,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Bất động sản Galaxy Land,- Công ty Cổ phần Bất động sản Galaxy Land,4.091.860.240,4.091.860.240,6.676.317.605,6.676.317.605,4091860240.0,4091860240.0,6676317605.0,6676317605.0
- Công ty Cổ phần Công nghệ Quốc tế GTech,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Công nghệ Quốc tế GTech,- Công ty Cổ phần Công nghệ Quốc tế GTech,9.985.000.000,9.985.000.000,10.908.704.000,10.908.704.000,9985000000.0,9985000000.0,10908704000.0,10908704000.0
- Công ty Cổ phần Tập đoàn Thế Kỳ,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Tập đoàn Thế Kỳ,- Công ty Cổ phần Tập đoàn Thế Kỳ,6.148.241.004,6.148.241.004,10.116.890.045,10.116.890.045,6148241004.0,6148241004.0,10116890045.0,10116890045.0
- Phải trả các đối tượng khác,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Phải trả các đối tượng khác,- Phải trả các đối tượng khác,63.156.808.962,63.156.808.962,68.639.041.359,68.639.041.359,63156808962.0,63156808962.0,68639041359.0,68639041359.0
,,,93.970.754.327,93.970.754.327,155.391.702.661,155.391.702.661,93970754327.0,93970754327.0,155391702661.0,155391702661.0
b) Phải trả người bán là các bên liên quan (Xem thông tin chỉ tiết tại Thuyết minh 43),a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > b) Phải trả người bán là các bên liên quan (Xem thông tin chỉ tiết tại Thuyết minh 43),b) Phải trả người bán là các bên liên quan (Xem thông tin chỉ tiết tại Thuyết minh 43),36.988.435.326,36.988.435.326,81.969.165.720,81.969.165.720,36988435326.0,36988435326.0,81969165720.0,81969165720.0
