row_label_raw,row_label_full,col_0,31/12/2021 > Giá trịVND,31/12/2021 > Dự phòngVND,01/01/2021 > Giá trịVND,01/01/2021 > Dự phòngVND,numeric__31/12/2021 > Giá trịVND,numeric__31/12/2021 > Dự phòngVND,numeric__01/01/2021 > Giá trịVND,numeric__01/01/2021 > Dự phòngVND
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,
- Tạm ứng,b) Dài hạn > - Tạm ứng,- Tạm ứng,-,-,50.000.000,-,,,50000000.0,
Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỹ (9),b) Dài hạn > Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỹ (9),Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỹ (9),109.426.800.000,-,-,-,109426800000.0,,,
"- Ký cược, ký quỹ","b) Dài hạn > - Ký cược, ký quỹ","- Ký cược, ký quỹ",48.721.081.357,-,9.199.889.937,-,48721081357.0,,9199889937.0,
- Tiền đảm bảo tổng đại lý phân phối cho các dự án,b) Dài hạn > - Tiền đảm bảo tổng đại lý phân phối cho các dự án,- Tiền đảm bảo tổng đại lý phân phối cho các dự án,1.325.767.976.976,-,1.467.879.482.540,-,1325767976976.0,,1467879482540.0,
Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỹ (10),b) Dài hạn > Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỹ (10),Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỹ (10),929.103.184.944,-,757.950.299.008,-,929103184944.0,,757950299008.0,
Công ty Cổ phần Bitexco,b) Dài hạn > Công ty Cổ phần Bitexco,Công ty Cổ phần Bitexco,11.550.000.000,-,33.500.000.000,-,11550000000.0,,33500000000.0,
Công ty Cổ phần Bắt Đông Sản Galaxy Land,b) Dài hạn > Công ty Cổ phần Bắt Đông Sản Galaxy Land,Công ty Cổ phần Bắt Đông Sản Galaxy Land,-,-,184.500.000.000,-,,,184500000000.0,
Công ty TNHH Gamuda Land Việt Nam (ST5),b) Dài hạn > Công ty TNHH Gamuda Land Việt Nam (ST5),Công ty TNHH Gamuda Land Việt Nam (ST5),17.042.187.032,-,17.042.187.032,-,17042187032.0,,17042187032.0,
Công ty Cổ phần Veracity,b) Dài hạn > Công ty Cổ phần Veracity,Công ty Cổ phần Veracity,7.150.000.000,-,7.900.000.000,-,7150000000.0,,7900000000.0,
Công ty Cổ phần Tư vấn Thiết kế và Đầu tư Xây dựng Đại Nam Sơn,b) Dài hạn > Công ty Cổ phần Tư vấn Thiết kế và Đầu tư Xây dựng Đại Nam Sơn,Công ty Cổ phần Tư vấn Thiết kế và Đầu tư Xây dựng Đại Nam Sơn,7.500.000.000,-,7.500.000.000,-,7500000000.0,,7500000000.0,
Công ty Cổ phần Khai Sơn,b) Dài hạn > Công ty Cổ phần Khai Sơn,Công ty Cổ phần Khai Sơn,-,-,1.800.000.000,-,,,1800000000.0,
Công ty TNHH Âu Lạc Quảng Ninh,b) Dài hạn > Công ty TNHH Âu Lạc Quảng Ninh,Công ty TNHH Âu Lạc Quảng Ninh,200.000.000.000,-,-,-,200000000000.0,,,
Công ty TNHH MTV Đầu tư Văn Phú - Giàng Võ,b) Dài hạn > Công ty TNHH MTV Đầu tư Văn Phú - Giàng Võ,Công ty TNHH MTV Đầu tư Văn Phú - Giàng Võ,-,-,3.000.000.000,-,,,3000000000.0,
Tổng Công ty Cổ phần Thương mại Xây dựng,b) Dài hạn > Tổng Công ty Cổ phần Thương mại Xây dựng,Tổng Công ty Cổ phần Thương mại Xây dựng,-,-,364.877.996.500,-,,,364877996500.0,
Công ty Cổ phần Phát triển Nhà Bình Minh,b) Dài hạn > Công ty Cổ phần Phát triển Nhà Bình Minh,Công ty Cổ phần Phát triển Nhà Bình Minh,-,-,21.000.000.000,-,,,21000000000.0,
Công ty Cổ phần Tid,b) Dài hạn > Công ty Cổ phần Tid,Công ty Cổ phần Tid,50.000.000.000,-,,-,50000000000.0,,,
Công ty Cổ phần Đạt Phương Hội An,b) Dài hạn > Công ty Cổ phần Đạt Phương Hội An,Công ty Cổ phần Đạt Phương Hội An,15.900.000.000,-,900.000.000,-,15900000000.0,,900000000.0,
Công ty Cổ phần Tập đoàn Dabaco Việt Nam,b) Dài hạn > Công ty Cổ phần Tập đoàn Dabaco Việt Nam,Công ty Cổ phần Tập đoàn Dabaco Việt Nam,25.000.000.000,-,25.000.000.000,-,25000000000.0,,25000000000.0,
Công ty Cổ phần Đầu tư và Dịch vụ Khách sạn Soleil,b) Dài hạn > Công ty Cổ phần Đầu tư và Dịch vụ Khách sạn Soleil,Công ty Cổ phần Đầu tư và Dịch vụ Khách sạn Soleil,22.550.000.000,-,22.550.000.000,-,22550000000.0,,22550000000.0,
Các công ty khác,b) Dài hạn > Các công ty khác,Các công ty khác,39.972.605.000,-,20.359.000.000,-,39972605000.0,,20359000000.0,
,,,1.483.915.858.333,-,1.477.129.372.477,-,1483915858333.0,,1477129372477.0,
