row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2021 > VND,01/01/2021 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2021 > VND,numeric__01/01/2021 > VND
300,300,300,C. NỘ PHẢI TRẢ,,2.832.541.850.486,1.766.766.674.128,,,2832541850486.0,1766766674128.0
310,310,310,I. Nợ ngắn hạn,,1.879.797.646.334,1.314.879.277.581,,,1879797646334.0,1314879277581.0
311,311,311,1. Phải trả người bán ngắn hạn,17,93.970.754.327,155.391.702.661,,17.0,93970754327.0,155391702661.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,18,137.206.935.134,91.284.892.994,,18.0,137206935134.0,91284892994.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,19,253.033.461.175,119.196.192.228,,19.0,253033461175.0,119196192228.0
314,314,314,4. Phải trả người lao động,,70.932.340.067,87.216.717.607,,,70932340067.0,87216717607.0
315,315,315,5. Chi phí phải trả ngắn hạn,20,93.060.466.998,48.769.412.532,,20.0,93060466998.0,48769412532.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,22,14.738.671.468,8.391.508.988,,22.0,14738671468.0,8391508988.0
319,319,319,7. Phải trả ngắn hạn khác,21,408.163.038.487,396.393.740.497,,21.0,408163038487.0,396393740497.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,16,765.747.374.775,370.880.740.439,,16.0,765747374775.0,370880740439.0
322,322,322,9. Quỹ khen thưởng phúc lợi,,42.944.603.903,37.354.369.635,,,42944603903.0,37354369635.0
330,330,330,II. Nợ dài hạn,,952.744.204.152,451.887.396.547,,,952744204152.0,451887396547.0
337,337,337,1. Phải trả dài hạn khác,21,2.744.204.152,1.887.396.547,,21.0,2744204152.0,1887396547.0
338,338,338,2. Vay và nợ thuê tài chính dài hạn,16,950.000.000.000,450.000.000.000,,16.0,950000000000.0,450000000000.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,3.438.332.407.465,2.044.297.857.054,,,3438332407465.0,2044297857054.0
410,410,410,I. Vốn chủ sở hữu,23,3.438.332.407.465,2.044.297.857.054,,23.0,3438332407465.0,2044297857054.0
411,411,411,1. Vốn góp của chủ sở hữu,,2.015.995.570.000,800.000.000.000,,,2015995570000.0,800000000000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,2.015.995.570.000,800.000.000.000,,,2015995570000.0,800000000000.0
412,412,412,2. Thặng dư vốn cổ phần,,149.799.450.000,150.000.000.000,,,149799450000.0,150000000000.0
414,414,414,3. Vốn khác của chủ sở hữu,,54.125.000.000,45.243.750.000,,,54125000000.0,45243750000.0
415,415,415,4. Cổ phiếu quỹ,,(1.080.000),(1.080.000),,,-1080000.0,-1080000.0
418,418,418,5. Quỹ đầu tư phát triển,,99.974.426.913,69.420.028.780,,,99974426913.0,69420028780.0
421,421,421,6. Lợi nhuận sau thuế chưa phân phối,,1.091.343.550.880,950.113.944.684,,,1091343550880.0,950113944684.0
421a,421a,421a,- LNST chưa phân phối lũy kế đến cuối năm trước,,632.269.051.845,656.348.804.280,,,632269051845.0,656348804280.0
421b,421b,421b,- LNST chưa phân phối năm nay,,459.074.499.035,293.765.140.404,,,459074499035.0,293765140404.0
429,429,429,7. Lợi ích cổ đông không kiểm soát,,27.095.489.672,29.521.213.590,,,27095489672.0,29521213590.0
