row_label_raw,row_label_full,col_0,31/12/2021 > Giá trị,31/12/2021 > Lãi suất,31/12/2021 > Kỳ hạn,01/01/2021 > Giá trị,01/01/2021 > Lãi suất,01/01/2021 > Kỳ hạn,numeric__31/12/2021 > Giá trị,numeric__31/12/2021 > Lãi suất,numeric__31/12/2021 > Kỳ hạn,numeric__01/01/2021 > Giá trị,numeric__01/01/2021 > Lãi suất,numeric__01/01/2021 > Kỳ hạn
,,,VND,%,,VND,%,,,,,,,
Trái phiếu phát hành- Loại phát hành theo mênh giá,Trái phiếu phát hành- Loại phát hành theo mênh giá,Trái phiếu phát hành- Loại phát hành theo mênh giá,950.000.000.000,"10,5% - 11%",36 tháng,450.000.000.000,"10,5%",36 tháng,950000000000.0,,,450000000000.0,0.105,
Trái phiếu phát hành- Loại phát hành theo mênh giá,Trái phiếu phát hành- Loại phát hành theo mênh giá,Trái phiếu phát hành- Loại phát hành theo mênh giá,950.000.000.000,,,450.000.000.000,,,950000000000.0,,,450000000000.0,,
