row_label_raw,row_label_full,col_0,Số đầu năm > Giá trị,Số đầu năm > VND Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > VND Giảm,Số cuối năm > Giá trị,Số cuối năm > VND Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > VND Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > VND Giảm,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > VND Số có khả năng trả nợ
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,-,-,674.769.950.000,674.769.950.000,-,-,,,674769950000.0,674769950000.0,,
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Bình Định,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Bình Định,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Bình Định,-,-,287.419.950.000,287.419.950.000,-,-,,,287419950000.0,287419950000.0,,
Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Bình Định,Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Bình Định,Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Bình Định,-,-,58.000.000.000,58.000.000.000,-,-,,,58000000000.0,58000000000.0,,
Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam - Bình Định,Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam - Bình Định,Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam - Bình Định,-,-,10.000.000.000,10.000.000.000,-,-,,,10000000000.0,10000000000.0,,
Ngân hàng TMCP Ngoại Thương Việt Nam - Quy Nhơn,Ngân hàng TMCP Ngoại Thương Việt Nam - Quy Nhơn,Ngân hàng TMCP Ngoại Thương Việt Nam - Quy Nhơn,-,-,10.000.000.000,10.000.000.000,-,-,,,10000000000.0,10000000000.0,,
Ngân hàng TMCP Công thương Việt Nam - CN Đông Anh,Ngân hàng TMCP Công thương Việt Nam - CN Đông Anh,Ngân hàng TMCP Công thương Việt Nam - CN Đông Anh,-,-,44.850.000.000,44.850.000.000,-,-,,,44850000000.0,44850000000.0,,
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Ngọc Khánh,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Ngọc Khánh,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Ngọc Khánh,-,-,68.000.000.000,68.000.000.000,-,-,,,68000000000.0,68000000000.0,,
Ngân hàng TMCP Ngoại thương Việt Nam - CN Ba Đình,Ngân hàng TMCP Ngoại thương Việt Nam - CN Ba Đình,Ngân hàng TMCP Ngoại thương Việt Nam - CN Ba Đình,-,-,196.500.000.000,196.500.000.000,-,-,,,196500000000.0,196500000000.0,,
Nợ dài hạn đến hạn trả (xem Thuyết minh số 25),Nợ dài hạn đến hạn trả (xem Thuyết minh số 25),Nợ dài hạn đến hạn trả (xem Thuyết minh số 25),190.871.758.751,190.871.758.751,203.919.356.859,194.657.305.391,200.133.810.219,200.133.810.219,190871758751.0,190871758751.0,203919356859.0,194657305391.0,200133810219.0,200133810219.0
,,,190.871.758.751,190.871.758.751,878.689.306.859,869.427.255.391,200.133.810.219,200.133.810.219,190871758751.0,190871758751.0,878689306859.0,869427255391.0,200133810219.0,200133810219.0
