row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,,
Doanh thu kinh doanh phân bón,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu kinh doanh phân bón,Doanh thu kinh doanh phân bón,9.575.520.809.220,5.970.265.581.515,9575520809220.0,5970265581515.0
Doanh thu kinh doanh hóa chất,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu kinh doanh hóa chất,Doanh thu kinh doanh hóa chất,1.068.134.565.808,536.558.632.218,1068134565808.0,536558632218.0
Doanh thu khác,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu khác,Doanh thu khác,45.282.776.050,31.677.464.721,45282776050.0,31677464721.0
,,,10.688.938.151.078,6.538.501.678.454,10688938151078.0,6538501678454.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,,
Chiết khấu thương mại,Các khoản giảm trừ doanh thu > Chiết khấu thương mại,Chiết khấu thương mại,93.151.839.192,90.090.875.148,93151839192.0,90090875148.0
Hàng bán bị trả lại,Các khoản giảm trừ doanh thu > Hàng bán bị trả lại,Hàng bán bị trả lại,-,15.288.534.300,,15288534300.0
,,,93.151.839.192,105.379.409.448,93151839192.0,105379409448.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu với các bên liên quan(Chỉ tiết tại Thuyết minh số 39),Trong đó: > Doanh thu với các bên liên quan(Chỉ tiết tại Thuyết minh số 39),Doanh thu với các bên liên quan(Chỉ tiết tại Thuyết minh số 39),156.571.745.401,140.435.740.050,156571745401.0,140435740050.0
,,,156.571.745.401,140.435.740.050,156571745401.0,140435740050.0
