row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
I.,I.,I.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1.,I. > 1.,1.,Lợi nhuận trước thuế,01,3.799.471.222.620,847.890.770.788,,1.0,3799471222620.0,847890770788.0
2.,2.,2.,Điều chỉnh cho các khoản:,,,,,,,
2.,2. > 2.,2.,Khẩu hao tài sản cố định và bất động sản đầu tư,02,536.986.110.692,549.648.417.025,,2.0,536986110692.0,549648417025.0
2.,2. > 2.,2.,Các khoản dự phòng,03,36.040.728.360,194.437.765.308,,3.0,36040728360.0,194437765308.0
2.,2. > 2.,2.,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,(4.822.786.402),(1.687.283.663),,4.0,-4822786402.0,-1687283663.0
2.,2. > 2.,2.,Lãi từ hoạt động đầu tư,05,(168.460.157.280),(177.401.927.532),,5.0,-168460157280.0,-177401927532.0
2.,2. > 2.,2.,Chi phí lãi vay,06,69.266.472.919,88.463.426.175,,6.0,69266472919.0,88463426175.0
2.,2. > 2.,2.,Các khoản điều chỉnh khác,07,20.000.000.000,20.000.000.000,,7.0,20000000000.0,20000000000.0
3.,2. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,4.288.481.590.909,1.521.351.168.101,,8.0,4288481590909.0,1521351168101.0
3.,2. > 3.,3.,Thay đổi các khoản phải thu,09,(149.969.462.576),(12.019.853.115),,9.0,-149969462576.0,-12019853115.0
3.,2. > 3.,3.,Thay đổi hàng tồn kho,10,(1.278.636.166.868),(114.561.989.431),,10.0,-1278636166868.0,-114561989431.0
3.,2. > 3.,3.,"Thay đổi các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,189.583.186.815,(215.723.205.282),,11.0,189583186815.0,-215723205282.0
3.,2. > 3.,3.,Thay đổi chi phí trả trước,12,16.446.824.039,3.189.814.566,,12.0,16446824039.0,3189814566.0
3.,2. > 3.,3.,Tiền lãi vay đã trả,14,(73.836.553.165),(101.010.428.297),,14.0,-73836553165.0,-101010428297.0
3.,2. > 3.,3.,Thuế thu nhập doanh nghiệp đã nộp,15,(302.161.819.901),(178.220.066.598),,15.0,-302161819901.0,-178220066598.0
3.,2. > 3.,3.,Tiền chi khác cho hoạt động kinh doanh,17,(173.836.027.596),(115.732.025.947),,17.0,-173836027596.0,-115732025947.0
3.,2. > 3.,3.,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,2.516.071.571.657,787.273.413.997,,20.0,2516071571657.0,787273413997.0
II.,II.,II.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
1.,II. > 1.,1.,"Tiền chi mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,(221.937.019.045),(81.740.330.467),,21.0,-221937019045.0,-81740330467.0
2.,II. > 2.,2.,"Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",22,298.617.437,-,,22.0,298617437.0,
3.,II. > 3.,3.,"Tiền chi cho vay, mua công cụ nợ của đơn vị khác",23,(5.640.000.000.000),(2.940.000.000.000),,23.0,-5640000000000.0,-2940000000000.0
4.,II. > 4.,4.,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,4.370.000.000.000,1.790.000.000.000,,24.0,4370000000000.0,1790000000000.0
5.,II. > 5.,5.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,172.717.516.126,165.742.209.214,,27.0,172717516126.0,165742209214.0
5.,II. > 5.,5.,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(1.318.920.885.482),(1.065.998.121.253),,30.0,-1318920885482.0,-1065998121253.0
