row_label_raw,row_label_full,a. Đầu tư nằm giữ đến ngày đáo hạn ngắn hạn,a. Đầu tư nằm giữ đến ngày đáo hạn ngắn hạn_1,Số cuối năm > Giá gốc > a. Đầu tư nằm giữ đến ngày đáo hạn ngắn hạn,Số cuối năm > VND Giá trị ghi số > a. Đầu tư nằm giữ đến ngày đáo hạn ngắn hạn,Số cuối năm > Giá gốc > a. Đầu tư nằm giữ đến ngày đáo hạn ngắn hạn_1,Số đầu năm > Giá trị ghi số > a. Đầu tư nằm giữ đến ngày đáo hạn ngắn hạn,Số đầu năm > VND Giá trị ghi số > a. Đầu tư nằm giữ đến ngày đáo hạn ngắn hạn,numeric__a. Đầu tư nằm giữ đến ngày đáo hạn ngắn hạn_1,numeric__Số cuối năm > Giá gốc > a. Đầu tư nằm giữ đến ngày đáo hạn ngắn hạn,numeric__Số cuối năm > VND Giá trị ghi số > a. Đầu tư nằm giữ đến ngày đáo hạn ngắn hạn,numeric__Số cuối năm > Giá gốc > a. Đầu tư nằm giữ đến ngày đáo hạn ngắn hạn_1,numeric__Số đầu năm > Giá trị ghi số > a. Đầu tư nằm giữ đến ngày đáo hạn ngắn hạn,numeric__Số đầu năm > VND Giá trị ghi số > a. Đầu tư nằm giữ đến ngày đáo hạn ngắn hạn
Tiền gửi có kỳ hạn (i),Tiền gửi có kỳ hạn (i),Tiền gửi có kỳ hạn (i),Tiền gửi có kỳ hạn (i),3.455.000.000.000,3.455.000.000.000,2.185.000.000.000,2.185.000.000.000,,,3455000000000.0,3455000000000.0,2185000000000.0,2185000000000.0,
Tiền gửi có kỳ hạn (i),Tiền gửi có kỳ hạn (i),Tiền gửi có kỳ hạn (i),Tiền gửi có kỳ hạn (i),3.455.000.000.000,3.455.000.000.000,2.185.000.000.000,2.185.000.000.000,,,3455000000000.0,3455000000000.0,2185000000000.0,2185000000000.0,
(i),(i),(i),"Tại ngày 31 tháng 12 năm 2021, đầu tư nằm giữ đến ngày đáo hạn ngắn hạn phần ánh các khoản tiền gửi tại các ngân hàng thương mại có kỳ hạn gốc trên 03 tháng và thời hạn thu hồi còn lại dưới 12 tháng kể từ thời điểm kết thúc năm tài chính với lãi suất từ 3,5%/năm đến 5,0%/năm (tại ngày 31 tháng 12 năm 2020: lãi suất từ 3,6%/năm đến 5,8%/năm).","Tại ngày 31 tháng 12 năm 2021, đầu tư nằm giữ đến ngày đáo hạn ngắn hạn phần ánh các khoản tiền gửi tại các ngân hàng thương mại có kỳ hạn gốc trên 03 tháng và thời hạn thu hồi còn lại dưới 12 tháng kể từ thời điểm kết thúc năm tài chính với lãi suất từ 3,5%/năm đến 5,0%/năm (tại ngày 31 tháng 12 năm 2020: lãi suất từ 3,6%/năm đến 5,8%/năm).","Tại ngày 31 tháng 12 năm 2021, đầu tư nằm giữ đến ngày đáo hạn ngắn hạn phần ánh các khoản tiền gửi tại các ngân hàng thương mại có kỳ hạn gốc trên 03 tháng và thời hạn thu hồi còn lại dưới 12 tháng kể từ thời điểm kết thúc năm tài chính với lãi suất từ 3,5%/năm đến 5,0%/năm (tại ngày 31 tháng 12 năm 2020: lãi suất từ 3,6%/năm đến 5,8%/năm).","Tại ngày 31 tháng 12 năm 2021, đầu tư nằm giữ đến ngày đáo hạn ngắn hạn phần ánh các khoản tiền gửi tại các ngân hàng thương mại có kỳ hạn gốc trên 03 tháng và thời hạn thu hồi còn lại dưới 12 tháng kể từ thời điểm kết thúc năm tài chính với lãi suất từ 3,5%/năm đến 5,0%/năm (tại ngày 31 tháng 12 năm 2020: lãi suất từ 3,6%/năm đến 5,8%/năm).","Tại ngày 31 tháng 12 năm 2021, đầu tư nằm giữ đến ngày đáo hạn ngắn hạn phần ánh các khoản tiền gửi tại các ngân hàng thương mại có kỳ hạn gốc trên 03 tháng và thời hạn thu hồi còn lại dưới 12 tháng kể từ thời điểm kết thúc năm tài chính với lãi suất từ 3,5%/năm đến 5,0%/năm (tại ngày 31 tháng 12 năm 2020: lãi suất từ 3,6%/năm đến 5,8%/năm).","Tại ngày 31 tháng 12 năm 2021, đầu tư nằm giữ đến ngày đáo hạn ngắn hạn phần ánh các khoản tiền gửi tại các ngân hàng thương mại có kỳ hạn gốc trên 03 tháng và thời hạn thu hồi còn lại dưới 12 tháng kể từ thời điểm kết thúc năm tài chính với lãi suất từ 3,5%/năm đến 5,0%/năm (tại ngày 31 tháng 12 năm 2020: lãi suất từ 3,6%/năm đến 5,8%/năm).",,,,,,
,,,,Số cuối năm,Số cuối năm,Số cuối năm,Số đầu năm,Số đầu năm,,,,,,
,,,,Giá gốc,Dự phòng,Giá trị hợp lý,Giá gốc,Dự phòng,,,,,,
b. Đầu tư góp vốn vào đơn vị khác,b. Đầu tư góp vốn vào đơn vị khác,b. Đầu tư góp vốn vào đơn vị khác,b. Đầu tư góp vốn vào đơn vị khác,b. Đầu tư góp vốn vào đơn vị khác,b. Đầu tư góp vốn vào đơn vị khác,b. Đầu tư góp vốn vào đơn vị khác,b. Đầu tư góp vốn vào đơn vị khác,b. Đầu tư góp vốn vào đơn vị khác,,,,,,
"Công ty Cổ phần Công tin, Viễn thông và Tự động hóa Dầu khí","b. Đầu tư góp vốn vào đơn vị khác > Công ty Cổ phần Công tin, Viễn thông và Tự động hóa Dầu khí","Công ty Cổ phần Công tin, Viễn thông và Tự động hóa Dầu khí","Công ty Cổ phần Công tin, Viễn thông và Tự động hóa Dầu khí",3.600.000.000,-,(ii),3.600.000.000,-,,3600000000.0,,,3600000000.0,
Công ty Cổ phần Chế Út Xí,b. Đầu tư góp vốn vào đơn vị khác > Công ty Cổ phần Chế Út Xí,Công ty Cổ phần Chế Út Xí,Công ty Cổ phần Chế Út Xí,16.902.000.000,(4.464.706.831),(ii),16.902.000.000,(4.247.771.382),,16902000000.0,-4464706831.0,,16902000000.0,-4247771382.0
,,,,20.502.000.000,(4.464.706.831),(ii),20.502.000.000,(4.247.771.382),,20502000000.0,-4464706831.0,,20502000000.0,-4247771382.0
