row_label_raw,row_label_full,Trong vòng một năm > Trong năm thứ hai > Từ năm thứ ba đến năm thứ năm > Sau năm năm,Số cuối nămVND > 200.133.810.219 > 500.334.518.931 > -,Số đầu nămVND > 190.871.758.751 > 572.615.276.252 > 95.435.872.879,numeric__Số cuối nămVND > 200.133.810.219 > 500.334.518.931 > -,numeric__Số đầu nămVND > 190.871.758.751 > 572.615.276.252 > 95.435.872.879
,,,900.602.139.369,1.049.794.666.633,900602139369.0,1049794666633.0
Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),200.133.810.219,190.871.758.751,200133810219.0,190871758751.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,700.468.329.150,858.922.907.882,700468329150.0,858922907882.0
