row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,3.204.770.523.758,3.052.441.964.507,,300.0,,3204770523758.0,3052441964507.0
I.,I.,I.,Nợ ngắn hạn,310,,2.151.651.816.461,2.026.034.102.655,,310.0,,2151651816461.0,2026034102655.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,19,771.382.083.149,452.877.108.896,,311.0,19.0,771382083149.0,452877108896.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,20,124.292.938.370,122.950.516.714,,312.0,20.0,124292938370.0,122950516714.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,15,389.655.826.646,58.813.917.687,,313.0,15.0,389655826646.0,58813917687.0
4.,4.,4.,Phải trả người lao động,314,,173.860.882.277,133.671.272.818,,314.0,,173860882277.0,133671272818.0
5.,5.,5.,Chỉ phí phải trả ngắn hạn,315,21,337.883.833.828,456.822.960.695,,315.0,21.0,337883833828.0,456822960695.0
6.,6.,6.,Doanh thu chưa thực hiện ngắn hạn,318,,18.181.819,16.363.638,,318.0,,18181819.0,16363638.0
7.,7.,7.,Phải trả ngắn hạn khác,319,22,74.252.202.749,64.799.698.649,,319.0,22.0,74252202749.0,64799698649.0
8.,8.,8.,Vay và nợ thuê tài chính ngắn hạn,320,23,200.133.810.219,190.871.758.751,,320.0,23.0,200133810219.0,190871758751.0
9.,9.,9.,Dự phòng phải trả ngắn hạn,321,24,20.327.222.568,467.511.021.812,,321.0,24.0,20327222568.0,467511021812.0
10.,10.,10.,"Quỹ khen thưởng, phúc lợi",322,,59.844.834.836,77.699.482.995,,322.0,,59844834836.0,77699482995.0
II.,II.,II.,Nợ dài hạn,330,,1.053.118.707.297,1.026.407.861.852,,330.0,,1053118707297.0,1026407861852.0
1.,1.,1.,Phải trả dài hạn khác,337,22,8.526.946.700,1.866.870.000,,337.0,22.0,8526946700.0,1866870000.0
2.,2.,2.,Vay và nợ thuê tài chính dài hạn,338,25,700.468.329.150,858.922.907.882,,338.0,25.0,700468329150.0,858922907882.0
3.,3.,3.,Thuế thu nhập hoãn lại phải trả,341,,132.540.000.000,132.540.000.000,,341.0,,132540000000.0,132540000000.0
4.,4.,4.,Dự phòng phải trả dài hạn,342,24,165.486.270.110,,,342.0,24.0,165486270110.0,
5.,5.,5.,Quỹ phát triển khoa học và công nghệ,343,,46.097.161.337,33.078.083.970,,343.0,,46097161337.0,33078083970.0
