row_label_raw,row_label_full,col_0,Quyền sử dụng đất,Bản quyền,Phần mềm máy tính,Khác,Tổng,numeric__Quyền sử dụng đất,numeric__Bản quyền,numeric__Phần mềm máy tính,numeric__Khác,numeric__Tổng
,,,VND,VND,VND,VND,VND,,,,,
NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,,,,,
Số dư đầu năm,NGUYÊN GIÁ > Số dư đầu năm,Số dư đầu năm,863.853.207.162,159.315.893.074,114.067.581.203,15.819.633.154,1.153.056.314.593,863853207162.0,159315893074.0,114067581203.0,15819633154.0,1153056314593.0
Tăng trong năm,NGUYÊN GIÁ > Tăng trong năm,Tăng trong năm,-,-,2.803.293.600,-,2.803.293.600,,,2803293600.0,,2803293600.0
"Thanh lý, nhượng bán","NGUYÊN GIÁ > Thanh lý, nhượng bán","Thanh lý, nhượng bán",-,-,-,(68.280.000),(68.280.000),,,,-68280000.0,-68280000.0
Số dư cuối năm,NGUYÊN GIÁ > Số dư cuối năm,Số dư cuối năm,863.853.207.162,159.315.893.074,116.870.874.803,15.751.353.154,1.155.791.328.193,863853207162.0,159315893074.0,116870874803.0,15751353154.0,1155791328193.0
GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,,,,,
Số dư đầu năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Số dư đầu năm,Số dư đầu năm,46.412.979.919,159.315.893.074,91.839.785.818,11.466.089.816,309.034.748.627,46412979919.0,159315893074.0,91839785818.0,11466089816.0,309034748627.0
Khấu hao trong năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Khấu hao trong năm,Khấu hao trong năm,3.316.305.309,-,9.552.984.611,480.363.760,13.349.653.680,3316305309.0,,9552984611.0,480363760.0,13349653680.0
"Thanh lý, nhượng bán","GIÁ TRỊ HAO MÒN LỦY KẾ > Thanh lý, nhượng bán","Thanh lý, nhượng bán",-,-,-,(68.280.000),(68.280.000),,,,-68280000.0,-68280000.0
Số dư cuối năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Số dư cuối năm,Số dư cuối năm,49.729.285.228,159.315.893.074,101.392.770.429,11.878.173.576,322.316.122.307,49729285228.0,159315893074.0,101392770429.0,11878173576.0,322316122307.0
GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,,,,,
Tại ngày đầu năm,GIÁ TRỊ CÒN LẠI > Tại ngày đầu năm,Tại ngày đầu năm,817.440.227.243,-,22.227.795.385,4.353.543.338,844.021.565.966,817440227243.0,,22227795385.0,4353543338.0,844021565966.0
Tại ngày cuối năm,GIÁ TRỊ CÒN LẠI > Tại ngày cuối năm,Tại ngày cuối năm,814.123.921.934,-,15.478.104.374,3.873.179.578,833.475.205.886,814123921934.0,,15478104374.0,3873179578.0,833475205886.0
