row_label_raw,row_label_full,col_0,31/12/2016 > Giá trịVND,31/12/2016 > Số có khả năngtrả nợVND,01/01/2016 > Giá trịVND,01/01/2016 > Số có khả năng trả nợVND,numeric__31/12/2016 > Giá trịVND,numeric__31/12/2016 > Số có khả năngtrả nợVND,numeric__01/01/2016 > Giá trịVND,numeric__01/01/2016 > Số có khả năng trả nợVND
Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn,,,,
- Công ty Cổ phần Tậpđoàn Thế kỳ,Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Tậpđoàn Thế kỳ,- Công ty Cổ phần Tậpđoàn Thế kỳ,-,-,8.542.251.326,8.542.251.326,,,8542251326.0,8542251326.0
- Công ty Cổ phần Nhà rẻ24H,Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Nhà rẻ24H,- Công ty Cổ phần Nhà rẻ24H,1.203.116.939,1.203.116.939,-,-,1203116939.0,1203116939.0,,
"- Công ty Cổ phần Ủy thắcĐầu tư, Quản lý tài sảnNetreal","Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Ủy thắcĐầu tư, Quản lý tài sảnNetreal","- Công ty Cổ phần Ủy thắcĐầu tư, Quản lý tài sảnNetreal",1.663.964.392,1.663.964.392,-,-,1663964392.0,1663964392.0,,
- Công ty Cổ phần Truyềnthông và Giải trí Ngôi saomói,Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Truyềnthông và Giải trí Ngôi saomói,- Công ty Cổ phần Truyềnthông và Giải trí Ngôi saomói,-,-,28.931.612.999,28.931.612.999,,,28931612999.0,28931612999.0
- Công ty Cổ phần Dịch vụBất động sản Ngôi saoToàn Cầu,Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Dịch vụBất động sản Ngôi saoToàn Cầu,- Công ty Cổ phần Dịch vụBất động sản Ngôi saoToàn Cầu,-,-,9.777.612.655,9.777.612.655,,,9777612655.0,9777612655.0
- Công ty Cổ phần Bấtdộng sản Cen Sài Gòn,Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Bấtdộng sản Cen Sài Gòn,- Công ty Cổ phần Bấtdộng sản Cen Sài Gòn,-,-,18.282.206.707,18.282.206.707,,,18282206707.0,18282206707.0
- Công ty Cổ phần bất độngsản Newhomes,Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần bất độngsản Newhomes,- Công ty Cổ phần bất độngsản Newhomes,327.814.161,327.814.161,-,-,327814161.0,327814161.0,,
- Công ty TNHH Kinhdoanh bất động sảnMegaland,Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Kinhdoanh bất động sảnMegaland,- Công ty TNHH Kinhdoanh bất động sảnMegaland,256.862.646,256.862.646,-,-,256862646.0,256862646.0,,
- Công ty TNHH Thươngmại Và Dịch vụ Truyềnthông CMH,Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Thươngmại Và Dịch vụ Truyềnthông CMH,- Công ty TNHH Thươngmại Và Dịch vụ Truyềnthông CMH,4.622.792.000,4.622.792.000,-,-,4622792000.0,4622792000.0,,
- Công ty TNHH Bất độngsản Tâm Phát,Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Bất độngsản Tâm Phát,- Công ty TNHH Bất độngsản Tâm Phát,585.188.370,585.188.370,-,-,585188370.0,585188370.0,,
- Công ty TNHH Đầu tư vàThương mại Lâm Việt,Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Đầu tư vàThương mại Lâm Việt,- Công ty TNHH Đầu tư vàThương mại Lâm Việt,523.390.382,523.390.382,-,-,523390382.0,523390382.0,,
- Phải trả các đối tượngkhác,Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Phải trả các đối tượngkhác,- Phải trả các đối tượngkhác,10.264.967.772,10.264.967.772,20.767.492.320,20.767.492.320,10264967772.0,10264967772.0,20767492320.0,20767492320.0
,,,19.448.096.662,19.448.096.662,86.301.176.007,86.301.176.007,19448096662.0,19448096662.0,86301176007.0,86301176007.0
d) Phải trả người bán làcác bên liên quan,Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn > d) Phải trả người bán làcác bên liên quan,d) Phải trả người bán làcác bên liên quan,-,-,8.542.251.326,8.542.251.326,,,8542251326.0,8542251326.0
