row_label_raw,row_label_full,col_0,Năm 2016,numeric__Năm 2016
,,,VND,
"Chi phí đồ dùng văn phòng, nguyên vật liệu","Chi phí đồ dùng văn phòng, nguyên vật liệu","Chi phí đồ dùng văn phòng, nguyên vật liệu",12.803.438.779,12803438779.0
Chi phí nhân công,Chi phí nhân công,Chi phí nhân công,18.539.575.130,18539575130.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,1.242.133.403,1242133403.0
"Thuế, phí, lệ phí","Thuế, phí, lệ phí","Thuế, phí, lệ phí",-,
Chi phí dịch vụ mua ngoài,"Thuế, phí, lệ phí > Chi phí dịch vụ mua ngoài",Chi phí dịch vụ mua ngoài,23.799.645.216,23799645216.0
Chi phí khác bằng tiền,"Thuế, phí, lệ phí > Chi phí khác bằng tiền",Chi phí khác bằng tiền,29.464.940.893,29464940893.0
,,,85.849.733.421,85849733421.0
