row_label_raw,row_label_full,"- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu-hồi","31/12/2016 > Giá gốcVND > - Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu-hồi","31/12/2016 > Giá trị có thể thu hồiVND > - Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu-hồi","01/01/2016 > Giá gốcVND > - Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu-hồi","01/01/2016 > Giá trị có thể thu hồiVND > - Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu-hồi","numeric__31/12/2016 > Giá gốcVND > - Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu-hồi","numeric__31/12/2016 > Giá trị có thể thu hồiVND > - Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu-hồi","numeric__01/01/2016 > Giá gốcVND > - Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu-hồi","numeric__01/01/2016 > Giá trị có thể thu hồiVND > - Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu-hồi"
+ Phải thu dự án Gia Phú,+ Phải thu dự án Gia Phú,+ Phải thu dự án Gia Phú,5.391.000.324,-,5.391.000.324,-,5391000324.0,,5391000324.0,
,,,5.391.000.324,-,5.391.000.324,-,5391000324.0,,5391000324.0,
8. HÀNG TỔN KHO,8. HÀNG TỔN KHO,8. HÀNG TỔN KHO,8. HÀNG TỔN KHO,8. HÀNG TỔN KHO,8. HÀNG TỔN KHO,8. HÀNG TỔN KHO,,,,
