row_label_raw,row_label_full,col_0,Số phải nộp đầu năm,Số phải nộp trong năm,Số đã thực nộp trong năm,Tăng do hợp nhất Công ty con,Số phải nộp cuối năm,numeric__Số phải nộp đầu năm,numeric__Số phải nộp trong năm,numeric__Số đã thực nộp trong năm,numeric__Tăng do hợp nhất Công ty con,numeric__Số phải nộp cuối năm
,,,VND,VND,VND,VND,VND,,,,,
Thuế Giá trị gia tăng,Thuế Giá trị gia tăng,Thuế Giá trị gia tăng,9.280.395.700,37.863.650.401,23.650.958.612,4.776.416.931,28.269.504.420,9280395700.0,37863650401.0,23650958612.0,4776416931.0,28269504420.0
Thuế Thu nhập doanh nghiệp,Thuế Thu nhập doanh nghiệp,Thuế Thu nhập doanh nghiệp,11.246.640.006,33.098.256.320,18.380.992.080,683.022.769,26.646.927.015,11246640006.0,33098256320.0,18380992080.0,683022769.0,26646927015.0
Thuế Thu nhập cá nhân,Thuế Thu nhập cá nhân,Thuế Thu nhập cá nhân,4.577.605.761,8.618.901.217,6.468.422.588,1.159.164.355,7.887.248.745,4577605761.0,8618901217.0,6468422588.0,1159164355.0,7887248745.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,-,4.000.000,4.000.000,-,-,,4000000.0,4000000.0,,
,,,25.104.641.467,79.584.807.938,48.504.373.280,6.618.604.055,62.803.680.180,25104641467.0,79584807938.0,48504373280.0,6618604055.0,62803680180.0
