row_label_raw,row_label_full,col_0,Năm 2016,numeric__Năm 2016
,,,VND,
"Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",12.803.438.779,12803438779.0
Chi phí nhân công,Chi phí nhân công,Chi phí nhân công,199.535.286.886,199535286886.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,1.242.133.403,1242133403.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,184.700.722.091,184700722091.0
Chi phí khác bằng tiền,Chi phí khác bằng tiền,Chi phí khác bằng tiền,33.674.781.910,33674781910.0
,,,431.956.363.069,431956363069.0
