row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2016 > VND,01/01/2016 > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2016 > VND,numeric__01/01/2016 > VND
100,100,100,A. TÀI SẢN NGẮN HẠN,,256.196.543.237,461.391.120.212,,,256196543237.0,461391120212.0
110,110,110,I. Tiền và các khoản tương đương tiền,3,74.223.931.073,323.851.714.244,,3.0,74223931073.0,323851714244.0
111,111,111,1. Tiền,,74.223.931.073,323.851.714.244,,,74223931073.0,323851714244.0
130,130,130,III. Các khoản phải thu ngắn hạn,,168.258.663.808,137.539.405.968,,,168258663808.0,137539405968.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,4,131.972.961.969,127.725.117.182,,4.0,131972961969.0,127725117182.0
132,132,132,2. Trả trước cho người bán ngắn hạn,5,15.973.228.215,880.240.621,,5.0,15973228215.0,880240621.0
136,136,136,3. Phải thu ngắn hạn khác,6,25.703.473.948,14.325.048.489,,6.0,25703473948.0,14325048489.0
137,137,137,4. Dự phòng phải thu ngắn hạn khó đòi,,(5.391.000.324),(5.391.000.324),,,-5391000324.0,-5391000324.0
140,140,140,IV. Hàng tồn kho,8,4.687.805.620,-,,8.0,4687805620.0,
141,141,141,1. Hàng tồn kho,,4.687.805.620,-,,,4687805620.0,
150,150,150,V. Tài sản ngắn hạn khác,,9.026.142.736,-,,,9026142736.0,
151,151,151,1. Chi phí trả trước ngắn hạn,11,9.026.142.736,-,,11.0,9026142736.0,
200,200,200,B. TÀI SẢN DÀI HẠN,,669.213.071.723,27.027.411.225,,,669213071723.0,27027411225.0
210,210,210,I. Các khoản phải thu dài hạn,,652.528.069.258,2.421.520.000,,,652528069258.0,2421520000.0
216,216,216,1. Phải thu dài hạn khác,6,652.528.069.258,2.421.520.000,,6.0,652528069258.0,2421520000.0
220,220,220,II. Tài sản cố định,,8.878.294.906,5.313.370.618,,,8878294906.0,5313370618.0
221,221,221,1. Tài sản cố định hữu hình,9,8.236.901.837,4.962.638.029,,9.0,8236901837.0,4962638029.0
222,222,222,- Nguyên giá,,12.847.758.170,8.354.032.320,,,12847758170.0,8354032320.0
223,223,223,- Giá trị hao mòn lũy kế,,(4.610.856.333),(3.391.394.291),,,-4610856333.0,-3391394291.0
227,227,227,2. Tài sản cố định vô hình,10,641.393.069,350.732.589,,10.0,641393069.0,350732589.0
228,228,228,- Nguyên giá,,880.561.069,445.500.000,,,880561069.0,445500000.0
229,229,229,- Giá trị hao mòn lũy kế,,(239.168.000),(94.767.411),,,-239168000.0,-94767411.0
260,260,260,VI. Tài sản dài hạn khác,,7.806.707.559,19.292.520.607,,,7806707559.0,19292520607.0
261,261,261,1. Chi phí trả trước dài hạn,11,7.806.707.559,19.292.520.607,,11.0,7806707559.0,19292520607.0
270,270,270,TỔNG CỘNG TÀI SẢN,,925.409.614.960,488.418.531.437,,,925409614960.0,488418531437.0
