row_label_raw,row_label_full,Số đầu năm > Vay trong năm,Năm nay > 2.212.395.317.203 > 3.835.554.483.893,VNDNăm trước > 2.154.030.011.295 > 1.861.355.120.558,numeric__Năm nay > 2.212.395.317.203 > 3.835.554.483.893,numeric__VNDNăm trước > 2.154.030.011.295 > 1.861.355.120.558
Tăng do mua công ty con,Tăng do mua công ty con,Tăng do mua công ty con,19.495.000.000,-,19495000000.0,
Phân bổ chi phí phát hành trái phiếu,Phân bổ chi phí phát hành trái phiếu,Phân bổ chi phí phát hành trái phiếu,-,962.500.000,,962500000.0
"Trả nợ gốc vay, trái phiếu","Trả nợ gốc vay, trái phiếu","Trả nợ gốc vay, trái phiếu",(3.073.925.624.275),(1.803.952.314.650),-3073925624275.0,-1803952314650.0
Số cuối năm,Số cuối năm,Số cuối năm,2.993.519.176.821,2.212.395.317.203,2993519176821.0,2212395317203.0
