row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH Tổng lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản:,,662.364.762.536,341.332.292.978,,,662364762536.0,341332292978.0
01,01,01,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH Tổng lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản:,,662.364.762.536,341.332.292.978,,,662364762536.0,341332292978.0
02,02,02,Khấu hao và hao mòn,"13,14, 15,19",43.559.271.921,48.678.342.718,,,43559271921.0,48678342718.0
03,03,03,Các khoản dự phòng (Lãi) lỗ từ hoạt động đầu tư,"13,14, 15,19",82.694.521.108,49.383.397.931,,,82694521108.0,49383397931.0
05,05,05,Các khoản dự phòng (Lãi) lỗ từ hoạt động đầu tư,"13,14, 15,19",(39.092.232.720),9.742.607.900,,,-39092232720.0,9742607900.0
06,06,06,Chi phí lãi vay,30,96.217.032.272,97.857.939.660,,30.0,96217032272.0,97857939660.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,845.743.355.117,546.994.581.187,,,845743355117.0,546994581187.0
09,09,09,(Tăng) giảm các khoản phải thu,,(572.515.066.696),691.861.676.820,,,-572515066696.0,691861676820.0
10,10,10,Tăng hàng tồn kho,,(584.006.353.262),(271.397.004.222),,,-584006353262.0,-271397004222.0
11,11,11,Tăng (giảm) các khoản phải trả,,419.448.396.809,(515.366.966.460),,,419448396809.0,-515366966460.0
12,12,12,Tăng chi phí trả trước,,(40.822.151.367),(19.694.910.858),,,-40822151367.0,-19694910858.0
14,14,14,Tiền lãi vay đã trả,,(121.572.673.872),(98.053.583.270),,,-121572673872.0,-98053583270.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,22,(76.787.816.346),(108.456.973.855),,22.0,-76787816346.0,-108456973855.0
17,17,17,Tiền chi khác cho hoạt động kinh doanh,,(6.256.596.580),(7.723.530.244),,,-6256596580.0,-7723530244.0
20,20,20,Lưu chuyển tiền thuần (sử dụng vào) từ hoạt động kinh doanh,,(136.768.906.197),218.163.289.098,,,-136768906197.0,218163289098.0
,,,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,Tiền chi để mua sắm tài sản cố định,,(67.005.933.107),(39.515.940.188),,,-67005933107.0,-39515940188.0
22,22,22,Tiền thu từ thanh lý tài sản cố định,,5.209.335.465,8.289.974.392,,,5209335465.0,8289974392.0
23,23,23,"Tiền chi cho vay, gửi ngân hàng có kỳ hạn",,(682.011.164.002),(52.449.658.232),,,-682011164002.0,-52449658232.0
24,24,24,"Tiền thu hồi từ tiền cho vay, tiền gửi có kỳ hạn",,449.474.272.584,86.918.675.381,,,449474272584.0,86918675381.0
25,25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(81.218.816.883),(121.192.692.829),,,-81218816883.0,-121192692829.0
26,26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,35.062.500.000,975.100.000,,,35062500000.0,975100000.0
27,27,27,"Tiền thu lãi tiền gửi, cho vay",,55.655.955.899,48.216.445.552,,,55655955899.0,48216445552.0
30,30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(284.833.850.044),(68.758.095.924),,,-284833850044.0,-68758095924.0
