row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,640.230.300.877,443.420.829.768,640230300877.0,443420829768.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,344.584.175.997,148.925.502.807,344584175997.0,148925502807.0
Chi phí quảng cáo,Chi phí quảng cáo,Chi phí quảng cáo,257.206.762.106,193.564.614.544,257206762106.0,193564614544.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,6.016.506.274,10.317.429.940,6016506274.0,10317429940.0
Chi phí môi giới,Chi phí môi giới,Chi phí môi giới,17.240.015.786,23.489.463.238,17240015786.0,23489463238.0
Chi phí khác,Chi phí khác,Chi phí khác,15.182.840.714,67.123.819.239,15182840714.0,67123819239.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,399.374.259.320,289.973.077.947,399374259320.0,289973077947.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,187.110.892.858,137.026.680.770,187110892858.0,137026680770.0
Chi phí dự phòng,Chi phí dự phòng,Chi phí dự phòng,82.694.521.108,52.302.981.341,82694521108.0,52302981341.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,47.155.245.384,27.693.496.222,47155245384.0,27693496222.0
Chi phí lợi thế thương mại,Chi phí lợi thế thương mại,Chi phí lợi thế thương mại,21.008.823.156,21.008.823.156,21008823156.0,21008823156.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,10.474.705.713,16.244.227.809,10474705713.0,16244227809.0
Chi phí khác,Chi phí khác,Chi phí khác,50.930.071.101,35.696.868.649,50930071101.0,35696868649.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.039.604.560.197,733.393.907.715,1039604560197.0,733393907715.0
