row_label_raw,row_label_full,STT,Tên công ty con,Tên viết tắt,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tỷ lệ biểu quyết (%),numeric__Tên công ty con,numeric__Tên viết tắt,numeric__Lĩnh vực kinh doanh,numeric__Tình trạng hoạt động,numeric__Tỷ lệ biểu quyết (%)
Lĩnh vực kinh doanh và môi giới bắt động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bắt động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bắt động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bắt động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bắt động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bắt động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bắt động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bắt động sản (tiếp theo),,,,,
21,Lĩnh vực kinh doanh và môi giới bắt động sản (tiếp theo) > 21,21,Công ty Cổ phần Phát triển Bất động sản Emerald,BĐS Emerald,Kinh doanh và môi giới BĐS,Đang hoạt động,61,,,,,61.0
22,Lĩnh vực kinh doanh và môi giới bắt động sản (tiếp theo) > 22,22,Công ty TNHH MTV Smart City,Smart City,Kinh doanh BĐS,Đang hoạt động,100,,,,,100.0
23,Lĩnh vực kinh doanh và môi giới bắt động sản (tiếp theo) > 23,23,Công ty TNHH MTV Phát triển Đô thị Quảng Ngãi,Đô thị Quảng Ngãi,Kinh doanh BĐS,Đang hoạt động,100,,,,,100.0
24,Lĩnh vực kinh doanh và môi giới bắt động sản (tiếp theo) > 24,24,Công ty TNHH Phát triển Đô thị Quảng Bình,Đô thị Quảng Bình,Kinh doanh BĐS,Đang hoạt động,100,,,,,100.0
25,Lĩnh vực kinh doanh và môi giới bắt động sản (tiếp theo) > 25,25,Công ty Cổ phần Dịch vụ Đất Xanh Miền Tây,BĐS Cần Thơ,Kinh doanh và môi giới BĐS,Đang hoạt động,55,,,,,55.0
26,Lĩnh vực kinh doanh và môi giới bắt động sản (tiếp theo) > 26,26,Công ty Cổ phần Dịch vụ Bất động sản Nam Miền Tây,BĐS Nam Miền Tây,Kinh doanh và môi giới BĐS,Đang hoạt động,65,,,,,65.0
27,Lĩnh vực kinh doanh và môi giới bắt động sản (tiếp theo) > 27,27,Công ty Cổ phần Dịch vụ Bất động sản Duyên Hải Miền Tây,Duyên Hải Miền Tây,Kinh doanh và môi giới BĐS,Đang hoạt động,66,,,,,66.0
28,Lĩnh vực kinh doanh và môi giới bắt động sản (tiếp theo) > 28,28,Công ty TNHH Đầu tư Linkland,Đầu tư Linkland,Kinh doanh và môi giới BĐS,Đang hoạt động,100,,,,,100.0
29,Lĩnh vực kinh doanh và môi giới bắt động sản (tiếp theo) > 29,29,Công ty Cổ phần Bất động sản Link House,Linkhouse,Kinh doanh và môi giới BĐS,Đang hoạt động,51,,,,,51.0
30,Lĩnh vực kinh doanh và môi giới bắt động sản (tiếp theo) > 30,30,Công ty Cổ phần Bất động sản Link House Miền Trung,Linkhouse Miền Trung,Kinh doanh và môi giới BĐS,Đang hoạt động,51,,,,,51.0
31,Lĩnh vực kinh doanh và môi giới bắt động sản (tiếp theo) > 31,31,Công ty TNHH Đầu tư Xây dựng Ngọc Lễ,Ngọc Lễ,Kinh doanh và môi giới BĐS,Đang hoạt động,"97,61",,,,,97.61
32,Lĩnh vực kinh doanh và môi giới bắt động sản (tiếp theo) > 32,32,Công ty Cổ phần Đầu tư và Dịch vụ DN Premium,DN Premium,Kinh doanh và môi giới BĐS,Đang hoạt động,51,,,,,51.0
33,Lĩnh vực kinh doanh và môi giới bắt động sản (tiếp theo) > 33,33,Công ty Cổ phần Bất động sản City Invest,City Invest,Kinh doanh và môi giới BĐS,Đang hoạt động,55,,,,,55.0
34,Lĩnh vực kinh doanh và môi giới bắt động sản (tiếp theo) > 34,34,Công ty Cổ Phần Dịch Vụ Asahi Luxstay,Asahi Luxstay,Kinh doanh và môi giới BĐS,Đang hoạt động,51,,,,,51.0
35,Lĩnh vực kinh doanh và môi giới bắt động sản (tiếp theo) > 35,35,Công ty Cổ phần Dịch vụ Bất động sản DMH Group,DMH Group,Kinh doanh BĐS,Đang hoạt động,51,,,,,51.0
36,Lĩnh vực kinh doanh và môi giới bắt động sản (tiếp theo) > 36,36,Công ty Cổ Phần Dịch vụ Bất Đông Sản Đông Bắc Bộ Homes,Đông Bắc Bộ Homes,Kinh doanh BĐS,Đang hoạt động,51,,,,,51.0
37,Lĩnh vực kinh doanh và môi giới bắt động sản (tiếp theo) > 37,37,Công ty Cổ phần Bất động sản Ecohome,Ecohome,Kinh doanh và môi giới BĐS,Đang hoạt động,100,,,,,100.0
38,Lĩnh vực kinh doanh và môi giới bắt động sản (tiếp theo) > 38,38,Công ty Cổ phần Propcom,Propcom,Kinh doanh và môi giới BĐS,Đang hoạt động,99,,,,,99.0
39,Lĩnh vực kinh doanh và môi giới bắt động sản (tiếp theo) > 39,39,Công ty TNHH MTV Cara Legend,Cara Legend,Kinh doanh và môi giới BĐS,Đang hoạt động,100,,,,,100.0
40,Lĩnh vực kinh doanh và môi giới bắt động sản (tiếp theo) > 40,40,Công ty TNHH MTV Cara Smart City,Cara Smart City,Kinh doanh và môi giới BĐS,Đang hoạt động,100,,,,,100.0
41,Lĩnh vực kinh doanh và môi giới bắt động sản (tiếp theo) > 41,41,Công ty TNHH Đầu tư Kinh doanh Bất Đông Sản Lan Anh,BĐS Lan Anh,Kinh doanh BĐS,Đang hoạt động,100,,,,,100.0
