row_label_raw,row_label_full,STT,Tên công ty con,Tên viết tất,Lĩnh vực kinh doanh,Tình trang hoạt động,Tỷ lệ biểu quyết(%),numeric__Tên công ty con,numeric__Tên viết tất,numeric__Lĩnh vực kinh doanh,numeric__Tình trang hoạt động,numeric__Tỷ lệ biểu quyết(%)
Lĩnh vực kinh doanh và môi giới bắt động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bắt động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bắt động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bắt động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bắt động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bắt động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bắt động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bắt động sản (tiếp theo),,,,,
42,Lĩnh vực kinh doanh và môi giới bắt động sản (tiếp theo) > 42,42,Công ty TNHH Đầu tư Lẻ Gia Newland,Lẻ Gia Newland,Kinh doanh BĐS,Đang hoạt động,67,,,,,67.0
43,Lĩnh vực kinh doanh và môi giới bắt động sản (tiếp theo) > 43,43,Công ty Cổ phần Dịch vụ và Địa Óc Thăng Long,Thăng Long,Kinh doanh BĐS,Đang hoạt động,51,,,,,51.0
Lĩnh vực khác,Lĩnh vực khác,Lĩnh vực khác,Lĩnh vực khác,Lĩnh vực khác,Lĩnh vực khác,Lĩnh vực khác,Lĩnh vực khác,,,,,
44,Lĩnh vực khác > 44,44,Công ty cổ phần Công nghệ Bất động sản Việt Nam,Công nghệ Bất động sản,Phát triển công nghệ,Đang hoạt động,"50,99",,,,,50.99
45,Lĩnh vực khác > 45,45,Công ty cổ phần Công nghệ Ihouzz,Ihouzz,Phát triển công nghệ,Đang hoạt động,53,,,,,53.0
46,Lĩnh vực khác > 46,46,Công ty Cổ phần Tư vấn Đầu tư S-Advices,S-Advices,"Tư vấn quản lý, đầu tư",Đang hoạt động,98,,,,,98.0
47,Lĩnh vực khác > 47,47,Công ty TNHH Tư vấn S-Media,S-Media,Truyền thông quảng cáo,Đang hoạt động,99,,,,,99.0
48,Lĩnh vực khác > 48,48,Công ty Cổ phần Dịch vụ Tài chính Bất động sản Tulip,Tulip,Dịch vụ tài chính,Đang hoạt động,60,,,,,60.0
49,Lĩnh vực khác > 49,49,Công ty TNHH S-O Farm,S-O Farm,Nông nghiệp,Đang hoạt động,98,,,,,98.0
50,Lĩnh vực khác > 50,50,Công ty TNHH Công Nghệ S-Tech,S-Tech,Phát triển công nghệ,Đang hoạt động,100,,,,,100.0
51,Lĩnh vực khác > 51,51,Công ty TNHH Regal Food,Regal Food,Bán lẻ thực phẩm,Đang hoạt động,100,,,,,100.0
52,Lĩnh vực khác > 52,52,Công ty TNHH Nông nghiệp Lifarm,Lifarm,Nông nghiệp,Đang hoạt động,100,,,,,100.0
53,Lĩnh vực khác > 53,53,Công ty TNHH MTV Regal Hotel & Resort,REHR,"Nhà hàng, khách sạn",Đang hoạt động,100,,,,,100.0
54,Lĩnh vực khác > 54,54,Công ty Cổ Phần Thương mại Dịch vụ Việt Nhật Cares,Việt Nhật Cares,Vệ sinh chung nhà cửa,Đang hoạt động,51,,,,,51.0
55,Lĩnh vực khác > 55,55,Công ty Cổ phần Bất động sản Đất Phát Hưng (Trước đây Công ty Cổ Phần Đất Xanh Commercial),Commercial,"Tư vấn, môi giới, đấu giá BĐS, QSDĐ",Đang hoạt động,70,,,,,70.0
56,Lĩnh vực khác > 56,56,Công ty Cổ phần Bảo vệ Minh An,Minh An,Dịch vụ bảo vệ,Đang hoạt động,51,,,,,51.0
