row_label_raw,row_label_full,Trái chủ > Công ty TNHH Bảo hiểm Nhân thọ Prudential Việt Nam > Công ty TNHH Manulife (Việt Nam) > Công ty TNHH Bảo hiểm Nhân thọ AIA (Việt Nam) > Công ty TNHH Bảo hiểm Nhân thọ Chubb Việt Nam > Công ty TNHH Bảo hiểm Nhân thọ Sun Life Việt Nam > Công ty TNHH Chứng khoán Shinhan Việt Nam,Số cuối năm VND > 470.000.000.000 > 450.000.000.000 > 100.000.000.000 > 45.000.000.000 > 40.000.000.000 > 30.000.000.000,"Lãi suất (%/năm) > 6,55",Ngày đáo hạn > Ngày 17 tháng 11 năm 2022,Mục đích > Bổ sung nhu cầu vốn kinh doanh,Tài sản đảm bảo > Tín chấp,numeric__Số cuối năm VND > 470.000.000.000 > 450.000.000.000 > 100.000.000.000 > 45.000.000.000 > 40.000.000.000 > 30.000.000.000,"numeric__Lãi suất (%/năm) > 6,55",numeric__Ngày đáo hạn > Ngày 17 tháng 11 năm 2022,numeric__Mục đích > Bổ sung nhu cầu vốn kinh doanh,numeric__Tài sản đảm bảo > Tín chấp
Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,(17.403.333.339),,,,,-17403333339.0,,,,
,,,1.117.596.666.661,,,,,1117596666661.0,,,,
