row_label_raw,row_label_full,Bên liên quan,Môi quan hệ,Nội dung nghiệp vụ,Số cuối năm,VND Số đầu năm,numeric__Môi quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__VND Số đầu năm
Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,,,,
Công ty Cổ phần Thế Giới Di Đông,Công ty Cổ phần Thế Giới Di Đông,Công ty Cổ phần Thế Giới Di Đông,Công ty con,Lãi dự thu Chi hộ,12.996.550.724 2.770.414.000,5.541.346.386 2.770.414.000,,,,
Công ty Cổ phần Thương mại Bách Hóa Xanh,Công ty Cổ phần Thế Giới Di Đông > Công ty Cổ phần Thương mại Bách Hóa Xanh,Công ty Cổ phần Thương mại Bách Hóa Xanh,Công ty con,Lãi dự thu,-,63.695.000,,,,63695000.0
,,,,,15.766.964.724,8.375.455.386,,,15766964724.0,8375455386.0
