row_label_raw,row_label_full,Chỉ tiêu,Số đầu năm > Giá trị > VND,Số đầu năm > Số có khả năng trả nợ > VND,Phát sinh trong năm > Tăng > VND,Phát sinh trong năm > Giảm > VND,Số cuối năm > Giá trị > VND,Số cuối năm > Số có khả năng trả nợ > VND,numeric__Số đầu năm > Giá trị > VND,numeric__Số đầu năm > Số có khả năng trả nợ > VND,numeric__Phát sinh trong năm > Tăng > VND,numeric__Phát sinh trong năm > Giảm > VND,numeric__Số cuối năm > Giá trị > VND,numeric__Số cuối năm > Số có khả năng trả nợ > VND
Vay dài hạn,Vay dài hạn,Vay dài hạn,1.077.750.425.528,1.077.750.425.528,653.752.239.883,807.516.273.721,923.986.391.690,923.986.391.690,1077750425528.0,1077750425528.0,653752239883.0,807516273721.0,923986391690.0,923986391690.0
Nợ thuê tài chính dài hạn,Nợ thuê tài chính dài hạn,Nợ thuê tài chính dài hạn,2.934.670.244,2.934.670.244,2.219.096.375,1.370.084.494,3.783.682.125,3.783.682.125,2934670244.0,2934670244.0,2219096375.0,1370084494.0,3783682125.0,3783682125.0
Cộng,Cộng,Cộng,1.080.685.095.772,1.080.685.095.772,655.971.336.258,808.886.358.215,927.770.073.815,927.770.073.815,1080685095772.0,1080685095772.0,655971336258.0,808886358215.0,927770073815.0,927770073815.0
Trong đó,Trong đó,Trong đó,,,,,,,,,,,,
- Số phải trả trong vòng 12 tháng,Trong đó > - Số phải trả trong vòng 12 tháng,- Số phải trả trong vòng 12 tháng,347.987.482.964,,,,362.560.256.178,,347987482964.0,,,,362560256178.0,
- Số phải trả sau 12 tháng,Trong đó > - Số phải trả sau 12 tháng,- Số phải trả sau 12 tháng,732.697.612.808,,,,565.209.817.637,,732697612808.0,,,,565209817637.0,
