row_label_raw,row_label_full,col_0,Công nợ,Công nợ_1,Tài sản,Tài sản_1,numeric__Công nợ,numeric__Công nợ_1,numeric__Tài sản,numeric__Tài sản_1
,,,Số cuối nămVND,Số đầu nămVND,Số cuối nămVND,Số đầu nămVND,,,,
Đô la Mỹ (USD),Đô la Mỹ (USD),Đô la Mỹ (USD),978.251.138.656,1.971.391.027.060,1.455.127.442.907,860.476.931.109,978251138656.0,1971391027060.0,1455127442907.0,860476931109.0
Euro (EUR),Euro (EUR),Euro (EUR),18.234.608.023,68.492.481.932,147.321.000.157,207.023.726.267,18234608023.0,68492481932.0,147321000157.0,207023726267.0
Yên Nhật (JPY),Yên Nhật (JPY),Yên Nhật (JPY),101.138.195.422,423.062.639.575,1.066.098.944.073,940.414.984.796,101138195422.0,423062639575.0,1066098944073.0,940414984796.0
Đô la Singapore (SGD),Đô la Singapore (SGD),Đô la Singapore (SGD),98.540.612.806,81.015.737.069,211.862.617.402,168.269.166.723,98540612806.0,81015737069.0,211862617402.0,168269166723.0
