row_label_raw,row_label_full,CHỈ TIỀU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,26,43.298.396.301.993,40.447.137.929.383,1.0,26.0,43298396301993.0,40447137929383.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,26,639.785.460.639,915.669.265.439,2.0,26.0,639785460639.0,915669265439.0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,26,42.658.610.841.354,39.531.468.663.944,10.0,26.0,42658610841354.0,39531468663944.0
4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,11,27,32.976.206.156.753,31.093.333.588.720,11.0,27.0,32976206156753.0,31093333588720.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,9.682.404.684.601,8.438.135.075.224,20.0,,9682404684601.0,8438135075224.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,29,1.583.099.974.667,574.759.707.458,21.0,29.0,1583099974667.0,574759707458.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,30,600.871.831.217,694.213.959.980,22.0,30.0,600871831217.0,694213959980.0
- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,23,,368.545.679.548,374.186.078.800,23.0,,368545679548.0,374186078800.0
8. Phân lãi trong công ty liên kết,8. Phân lãi trong công ty liên kết,8. Phân lãi trong công ty liên kết,24,,71.085.355.123,35.133.362.370,24.0,,71085355123.0,35133362370.0
9. Chi phí bán hàng,9. Chi phí bán hàng,9. Chi phí bán hàng,25,,3.074.637.403.520,2.638.454.515.198,25.0,,3074637403520.0,2638454515198.0
10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,26,,3.441.128.714.059,2.751.158.473.432,26.0,,3441128714059.0,2751158473432.0
11. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)+24-(25+26)),11. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)+24-(25+26)),11. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)+24-(25+26)),30,,4.219.952.065.595,2.964.201.196.442,30.0,,4219952065595.0,2964201196442.0
12. Thu nhập khác,12. Thu nhập khác,12. Thu nhập khác,31,,101.847.192.667,99.839.840.254,31.0,,101847192667.0,99839840254.0
13. Chi phí khác,13. Chi phí khác,13. Chi phí khác,32,,66.681.480.755,50.142.370.455,32.0,,66681480755.0,50142370455.0
14. Lợi nhuận khác (40=31-32),14. Lợi nhuận khác (40=31-32),14. Lợi nhuận khác (40=31-32),40,,35.165.711.912,49.697.469.799,40.0,,35165711912.0,49697469799.0
15. Tổng lợi nhuận kế toán trước thuế (50=30+40),15. Tổng lợi nhuận kế toán trước thuế (50=30+40),15. Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,4.255.117.777.507,3.013.898.666.241,50.0,,4255117777507.0,3013898666241.0
16. Chi phí thuế thu nhập doanh nghiệp hiện hành,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,51,31,698.493.915.640,424.741.482.194,51.0,31.0,698493915640.0,424741482194.0
17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,31,28.509.947.486,13.466.338.768,52.0,31.0,28509947486.0,13466338768.0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),18. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),18. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,3.528.113.914.381,2.575.690.845.279,60.0,,3528113914381.0,2575690845279.0
18.1. Lợi nhuận sau thuế của Công ty me,18.1. Lợi nhuận sau thuế của Công ty me,18.1. Lợi nhuận sau thuế của Công ty me,61,,2.931.530.862.562,1.990.642.578.391,61.0,,2931530862562.0,1990642578391.0
18.2. Lợi nhuận sau thuế của Cổ đông không kiểm soát,18.2. Lợi nhuận sau thuế của Cổ đông không kiểm soát,18.2. Lợi nhuận sau thuế của Cổ đông không kiểm soát,62,,596.583.051.819,585.048.266.888,62.0,,596583051819.0,585048266888.0
19. Lãi cơ bản trên cổ phiếu,19. Lãi cơ bản trên cổ phiếu,19. Lãi cơ bản trên cổ phiếu,70,32,5.129,3.410,70.0,32.0,5129.0,3410.0
20. Lãi suy giám trên cổ phiếu,20. Lãi suy giám trên cổ phiếu,20. Lãi suy giám trên cổ phiếu,71,,5.129,3.410,71.0,,5129.0,3410.0
