row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,400,,13.238.376.233.773,11.448.075.264.819,400.0,,13238376233773.0,11448075264819.0
I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,410,,13.235.626.233.773,11.445.325.264.819,410.0,,13235626233773.0,11445325264819.0
1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,411,25,5.309.611.050.000,4.594.266.840.000,411.0,25.0,5309611050000.0,4594266840000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,5.309.611.050.000,4.594.266.840.000,,,5309611050000.0,4594266840000.0
2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,412,25,49.465.703.201,49.465.703.201,412.0,25.0,49465703201.0,49465703201.0
3. Vốn khác của chủ sở hữu,3. Vốn khác của chủ sở hữu,3. Vốn khác của chủ sở hữu,414,25,287.829.523.052,56.882.670.000,414.0,25.0,287829523052.0,56882670000.0
4. Cổ phiếu quỹ,4. Cổ phiếu quỹ,4. Cổ phiếu quỹ,415,25,(823.760.000),(823.760.000),415.0,25.0,-823760000.0,-823760000.0
5. Chênh lệch tỷ giá hối đoái,5. Chênh lệch tỷ giá hối đoái,5. Chênh lệch tỷ giá hối đoái,417,25,10.358.539.447,(5.875.468.099),417.0,25.0,10358539447.0,-5875468099.0
6. Quỹ đầu tư phát triển,6. Quỹ đầu tư phát triển,6. Quỹ đầu tư phát triển,418,25,171.160.597.046,126.889.833.508,418.0,25.0,171160597046.0,126889833508.0
7. Quỹ khác thuộc vốn chủ sở hữu,7. Quỹ khác thuộc vốn chủ sở hữu,7. Quỹ khác thuộc vốn chủ sở hữu,420,25,87.230.351.424,87.227.200.764,420.0,25.0,87230351424.0,87227200764.0
8. Lợi nhuận sau thuế chưa phân phối,8. Lợi nhuận sau thuế chưa phân phối,8. Lợi nhuận sau thuế chưa phân phối,421,25,5.511.408.650.206,4.614.339.862.503,421.0,25.0,5511408650206.0,4614339862503.0
- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,3.323.086.196.728,3.083.041.592.112,,,3323086196728.0,3083041592112.0
- Lợi nhuận sau thuế chưa phân phối năm nay,- Lợi nhuận sau thuế chưa phân phối năm nay,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,2.188.322.453.478,1.531.298.270.391,,,2188322453478.0,1531298270391.0
9. Lợi ích cổ đông không kiểm soát,9. Lợi ích cổ đông không kiểm soát,9. Lợi ích cổ đông không kiểm soát,429,,1.809.385.579.397,1.922.952.382.942,429.0,,1809385579397.0,1922952382942.0
II. Nguồn kinh phí và quỹ khác,II. Nguồn kinh phí và quỹ khác,II. Nguồn kinh phí và quỹ khác,430,,2.750.000.000,2.750.000.000,430.0,,2750000000.0,2750000000.0
1. Nguồn kinh phí,1. Nguồn kinh phí,1. Nguồn kinh phí,431,,2.750.000.000,2.750.000.000,431.0,,2750000000.0,2750000000.0
TỔNG CỘNG NGUỒN VỐN (440=300+400),TỔNG CỘNG NGUỒN VỐN (440=300+400),TỔNG CỘNG NGUỒN VỐN (440=300+400),440,,24.999.676.895.866,29.833.261.814.151,440.0,,24999676895866.0,29833261814151.0
