row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,16.059.937.820.645,21.908.662.957.423,100.0,,16059937820645.0,21908662957423.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,5,3.480.659.514.788,6.013.361.389.774,110.0,5.0,3480659514788.0,6013361389774.0
1. Tiền,1. Tiền,1. Tiền,111,,1.886.435.218.720,2.708.396.961.973,111.0,,1886435218720.0,2708396961973.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,1.594.224.296.068,3.304.964.427.801,112.0,,1594224296068.0,3304964427801.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,,4.379.446.212.073,3.472.087.285.737,120.0,,4379446212073.0,3472087285737.0
1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,123,6,4.379.446.212.073,3.472.087.285.737,123.0,6.0,4379446212073.0,3472087285737.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,6.151.782.399.408,6.640.135.921.823,130.0,,6151782399408.0,6640135921823.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,,5.038.378.935.917,4.813.644.916.901,131.0,,5038378935917.0,4813644916901.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,,95.340.696.039,502.798.063.471,132.0,,95340696039.0,502798063471.0
3. Phải thu theo tiến độ kế hoạch hợp đồng,3. Phải thu theo tiến độ kế hoạch hợp đồng,3. Phải thu theo tiến độ kế hoạch hợp đồng,134,7,431.581.193.340,621.152.412.137,134.0,7.0,431581193340.0,621152412137.0
4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,136,8,767.000.371.499,845.228.760.854,136.0,8.0,767000371499.0,845228760854.0
5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,137,,(180.518.797.387),(142.688.231.540),137.0,,-180518797387.0,-142688231540.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,,1.020.212.423.590,4.553.808.475.949,140.0,,1020212423590.0,4553808475949.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,10,1.024.043.952.523,4.617.030.139.516,141.0,10.0,1024043952523.0,4617030139516.0
2. Dự phòng giảm giả hàng tồn kho,2. Dự phòng giảm giả hàng tồn kho,2. Dự phòng giảm giả hàng tồn kho,149,10,(3.831.528.933),(63.221.663.567),149.0,10.0,-3831528933.0,-63221663567.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,1.027.837.270.786,1.229.269.884.140,150.0,,1027837270786.0,1229269884140.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,11,759.948.049.853,700.736.999.465,151.0,11.0,759948049853.0,700736999465.0
2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,152,,156.145.888.056,405.361.079.316,152.0,,156145888056.0,405361079316.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,12,111.743.332.877,123.171.805.359,153.0,12.0,111743332877.0,123171805359.0
