row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,300,,11.761.300.662.093,18.385.186.549.332,300.0,,11761300662093.0,18385186549332.0
I. Nợ ngắn hạn,I. Nợ ngắn hạn,I. Nợ ngắn hạn,310,,11.100.344.738.740,17.429.655.689.537,310.0,,11100344738740.0,17429655689537.0
1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,311,,2.279.172.467.047,3.757.370.436.671,311.0,,2279172467047.0,3757370436671.0
2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,312,,561.261.495.876,582.218.403.864,312.0,,561261495876.0,582218403864.0
3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,313,12,320.421.087.431,342.476.553.769,313.0,12.0,320421087431.0,342476553769.0
4. Phải trả người lao động,4. Phải trả người lao động,4. Phải trả người lao động,314,,830.413.330.203,826.716.964.713,314.0,,830413330203.0,826716964713.0
5. Chỉ phí phải trả ngắn hạn,5. Chỉ phí phải trả ngắn hạn,5. Chỉ phí phải trả ngắn hạn,315,19,918.418.793.263,602.957.629.994,315.0,19.0,918418793263.0,602957629994.0
6. Phải trả theo tiến độ kế hoạch hợp đồng,6. Phải trả theo tiến độ kế hoạch hợp đồng,6. Phải trả theo tiến độ kế hoạch hợp đồng,317,,20.380.725.175,18.960.567.464,317.0,,20380725175.0,18960567464.0
7. Doanh thu chưa thực hiện ngắn hạn,7. Doanh thu chưa thực hiện ngắn hạn,7. Doanh thu chưa thực hiện ngắn hạn,318,20,1.293.630.917.628,1.242.029.648.962,318.0,20.0,1293630917628.0,1242029648962.0
8. Phải trả ngắn hạn khác,8. Phải trả ngắn hạn khác,8. Phải trả ngắn hạn khác,319,21,439.490.212.823,523.625.410.753,319.0,21.0,439490212823.0,523625410753.0
9. Vay và nợ thuê tài chính ngắn hạn,9. Vay và nợ thuê tài chính ngắn hạn,9. Vay và nợ thuê tài chính ngắn hạn,320,22,4.116.988.708.324,9.206.666.235.567,320.0,22.0,4116988708324.0,9206666235567.0
10. Dự phòng phải trả ngắn hạn,10. Dự phòng phải trả ngắn hạn,10. Dự phòng phải trả ngắn hạn,321,23,6.051.424.047,7.733.835.968,321.0,23.0,6051424047.0,7733835968.0
"11. Quỹ khen thưởng, phúc lợi","11. Quỹ khen thưởng, phúc lợi","11. Quỹ khen thưởng, phúc lợi",322,,314.115.576.923,318.900.001.812,322.0,,314115576923.0,318900001812.0
II. Nợ dài hạn,II. Nợ dài hạn,II. Nợ dài hạn,330,,660.955.923.353,955.530.859.795,330.0,,660955923353.0,955530859795.0
1. Người mua trả biển trước dài hạn,1. Người mua trả biển trước dài hạn,1. Người mua trả biển trước dài hạn,332,,40.000.000.000,54.229.591.822,332.0,,40000000000.0,54229591822.0
2. Doanh thu chưa thực hiện dài hạn,2. Doanh thu chưa thực hiện dài hạn,2. Doanh thu chưa thực hiện dài hạn,336,20,47.796.539.629,12.305.331.089,336.0,20.0,47796539629.0,12305331089.0
3. Phải trả dài hạn khác,3. Phải trả dài hạn khác,3. Phải trả dài hạn khác,337,21,1.525.469.921,148.828.875.776,337.0,21.0,1525469921.0,148828875776.0
4. Vay và nợ thuê tài chính dài hạn,4. Vay và nợ thuê tài chính dài hạn,4. Vay và nợ thuê tài chính dài hạn,338,24,565.209.817.637,732.697.612.808,338.0,24.0,565209817637.0,732697612808.0
5. Thuế thu nhập hoãn lại phải trả,5. Thuế thu nhập hoãn lại phải trả,5. Thuế thu nhập hoãn lại phải trả,341,,2.853.492.585,1.666.814.550,341.0,,2853492585.0,1666814550.0
6. Dự phòng phải trả dài hạn,6. Dự phòng phải trả dài hạn,6. Dự phòng phải trả dài hạn,342,23,3.378.507.298,5.610.537.467,342.0,23.0,3378507298.0,5610537467.0
7. Quỹ phát triển khoa học và công nghệ,7. Quỹ phát triển khoa học và công nghệ,7. Quỹ phát triển khoa học và công nghệ,343,,192.096.283,192.096.283,343.0,,192096283.0,192096283.0
