row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,Số lượng cố phiếu,Số lượng cố phiếu,,
Vốn cố phần được duyệt,Vốn cố phần được duyệt,Vốn cố phần được duyệt,530.961.105,459.426.684,530961105.0,459426684.0
Cổ phiếu đã phát hành,Cổ phiếu đã phát hành,Cổ phiếu đã phát hành,530.961.105,459.426.684,530961105.0,459426684.0
Cổ phiếu phổ thông,Cổ phiếu phổ thông,Cổ phiếu phổ thông,530.961.105,459.426.684,530961105.0,459426684.0
Trong đó cố phiếu bị hạn chế quyền chuyển giao quyền sở hữu,Trong đó cố phiếu bị hạn chế quyền chuyển giao quyền sở hữu,Trong đó cố phiếu bị hạn chế quyền chuyển giao quyền sở hữu,7.925.466,4.677.812,7925466.0,4677812.0
Cổ phiếu quỹ,Cổ phiếu quỹ,Cổ phiếu quỹ,(82.376),(82.376),-82376.0,-82376.0
Trong đó cố phiếu bị hạn chế quyền chuyển giao quyền sở hữu,Trong đó cố phiếu bị hạn chế quyền chuyển giao quyền sở hữu,Trong đó cố phiếu bị hạn chế quyền chuyển giao quyền sở hữu,-,(82.376),,-82376.0
Cổ phiếu đang lưu hành,Cổ phiếu đang lưu hành,Cổ phiếu đang lưu hành,530.878.729,459.344.308,530878729.0,459344308.0
Cổ phiếu phổ thông,Cổ phiếu phổ thông,Cổ phiếu phổ thông,530.878.729,459.344.308,530878729.0,459344308.0
Trong đó cố phiếu bị hạn chế quyền chuyển giao quyền sở hữu,Trong đó cố phiếu bị hạn chế quyền chuyển giao quyền sở hữu,Trong đó cố phiếu bị hạn chế quyền chuyển giao quyền sở hữu,7.925.466,4.595.436,7925466.0,4595436.0
