row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2022 Triệu VND,31/12/2021 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2022 Triệu VND,numeric__31/12/2021 Triệu VND
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,Tiền mặt và vàng,4,1.822.415,1.814.838,,4.0,1822415.0,1814838.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,5,13.917.545,13.409.016,,5.0,13917545.0,13409016.0
III,A > III,III,Tiền gửi và cho vay các tổ chức tín dụng khác,6,74.177.483,71.382.069,,6.0,74177483.0,71382069.0
1,A > 1,1,Tiền gửi tại các tổ chức tín dụng khác,,63.813.306,63.158.410,,,63813306.0,63158410.0
2,A > 2,2,Cho vay các tổ chức tín dụng khác,,10.463.971,8.263.453,,,10463971.0,8263453.0
3,A > 3,3,Dự phòng rủi ro,,(99.794),(39.794),,,-99794.0,-39794.0
V,A > V,V,Các công cụ tài chính phải sinh và các tài sản tài chính khác,7,269.772,253.465,,7.0,269772.0,253465.0
VI,A > VI,VI,Cho vay khách hàng,,358.696.908,342.478.148,,,358696908.0,342478148.0
1,A > 1,1,Cho vay khách hàng,8,365.046.921,346.841.553,,8.0,365046921.0,346841553.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,9,(6.350.013),(4.363.405),,9.0,-6350013.0,-4363405.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,,32.954.676,23.775.839,,,32954676.0,23775839.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,10,12.988.616,9.703.885,,10.0,12988616.0,9703885.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,11,20.063.662,14.117.820,,11.0,20063662.0,14117820.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,12,(97.602),(45.866),,12.0,-97602.0,-45866.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",13,4.045.723,4.091.584,,13.0,4045723.0,4091584.0
1,A > 1,1,Đầu tư vào công ty con,,3.999.024,3.959.932,,,3999024.0,3959932.0
4,A > 4,4,Đầu tư dài hạn khác,,158.272,164.391,,,158272.0,164391.0
5,A > 5,5,Dự phòng giảm giá đầu tư dài hạn,,(111.573),(32.739),,,-111573.0,-32739.0
X,A > X,X,Tài sản cố định,,4.904.519,4.917.444,,,4904519.0,4917444.0
1,A > 1,1,Tài sản cố định hữu hình,14,463.640,487.757,,14.0,463640.0,487757.0
a,A > a,a,Nguyên giá,,1.170.226,1.200.808,,,1170226.0,1200808.0
b,A > b,b,Giá trị hao mòn lũy kế,,(706.586),(713.051),,,-706586.0,-713051.0
3,A > 3,3,Tài sản cố định vô hình,15,4.440.879,4.429.687,,15.0,4440879.0,4429687.0
a,A > a,a,Nguyên giá,,4.743.056,4.715.644,,,4743056.0,4715644.0
b,A > b,b,Giá trị hao mòn lũy kế,,(302.177),(285.957),,,-302177.0,-285957.0
XII,A > XII,XII,Tài sản Có khác,16,52.987.824,36.899.313,,16.0,52987824.0,36899313.0
1,A > 1,1,Các khoản phải thu,,36.930.881,30.517.262,,,36930881.0,30517262.0
2,A > 2,2,"Các khoản lãi, phí phải thu",,15.231.627,6.002.735,,,15231627.0,6002735.0
4,A > 4,4,Tài sản Có khác,,944.715,627.653,,,944715.0,627653.0
5,A > 5,5,Các khoản dự phòng rủi ro cho các tài sản Có nội bằng khác,,(119.399),(248.337),,,-119399.0,-248337.0
,,,TỔNG TÀI SẢN,,543.776.865,499.021.716,,,543776865.0,499021716.0
