row_label_raw,row_label_full,col_0,Nhà cửa và vật kiến trúc Triệu VND,Máy móc thiết bị Triệu VND,Phương tiện vận tải Triệu VND,Thiết bị văn phòng Triệu VND,Các tài sản cố định hữu hình khác Triệu VND,Tổng cộng Triệu VND,numeric__Nhà cửa và vật kiến trúc Triệu VND,numeric__Máy móc thiết bị Triệu VND,numeric__Phương tiện vận tải Triệu VND,numeric__Thiết bị văn phòng Triệu VND,numeric__Các tài sản cố định hữu hình khác Triệu VND,numeric__Tổng cộng Triệu VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,449.421,229.224,234.644,268.944,334,1.182.567,449421.0,229224.0,234644.0,268944.0,334.0,1182567.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,25.329,6.672,9.944,27.650,2.650,72.245,25329.0,6672.0,9944.0,27650.0,2650.0,72245.0
"Thanh lý, nhượng bán","Nguyên giá > Thanh lý, nhượng bán","Thanh lý, nhượng bán",(4.919),(2.508),(25.008),(1.490),-,(33.925),-4919.0,-2508.0,-25008.0,-1490.0,,-33925.0
Biến động khác,Nguyên giá > Biến động khác,Biến động khác,(20.384),(559),1.110,1.679,(1.925),(20.079),-20384.0,-559.0,1110.0,1679.0,-1925.0,-20079.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,449.447,232.829,220.690,296.783,1.059,1.200.808,449447.0,232829.0,220690.0,296783.0,1059.0,1200808.0
Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,,,,,,
Số dư đầu năm,Hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,155.185,209.323,158.282,173.994,2,696.786,155185.0,209323.0,158282.0,173994.0,2.0,696786.0
Khấu hao trong năm,Hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,13.785,2.123,14.252,16.722,177,47.059,13785.0,2123.0,14252.0,16722.0,177.0,47059.0
"Thanh lý, nhượng bán","Hao mòn lũy kế > Thanh lý, nhượng bán","Thanh lý, nhượng bán",(4.527),(2.508),(20.470),(1.490),-,(28.995),-4527.0,-2508.0,-20470.0,-1490.0,,-28995.0
Biến động khác,Hao mòn lũy kế > Biến động khác,Biến động khác,(5.028),(236),1.498,2.118,(151),(1.799),-5028.0,-236.0,1498.0,2118.0,-151.0,-1799.0
Số dư cuối năm,Hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,159.415,208.702,153.562,191.344,28,713.051,159415.0,208702.0,153562.0,191344.0,28.0,713051.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,294.236,19.901,76.362,94.950,332,485.781,294236.0,19901.0,76362.0,94950.0,332.0,485781.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,290.032,24.127,67.128,105.439,1.031,487.757,290032.0,24127.0,67128.0,105439.0,1031.0,487757.0
