row_label_raw,row_label_full,col_0,col_1,Thuyết minh,2022 Triệu VND,2021 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__2022 Triệu VND,numeric__2021 Triệu VND
1,1,1,Thu nhập lãi và các khoản thu nhập tương tự,,38.265.335,33.279.748,,,38265335.0,33279748.0
2,2,2,Chi phí lãi và các chi phí tương tự,,(22.703.705),(19.310.911),,,-22703705.0,-19310911.0
I,I,I,Thu nhập lãi thuần,26,15.561.630,13.968.837,,26.0,15561630.0,13968837.0
3,3,3,Thu nhập từ hoạt động dịch vụ,,932.218,679.003,,,932218.0,679003.0
4,4,4,Chi phí hoạt động dịch vụ,,(224.865),(195.762),,,-224865.0,-195762.0
II,II,II,Lãi thuần từ hoạt động dịch vụ,27,707.353,483.241,,27.0,707353.0,483241.0
III,III,III,Lãi thuần từ hoạt động kinh doanh ngoại hối,28,130.995,153.795,,28.0,130995.0,153795.0
V,V,V,Lãi thuần từ mua bán chứng khoán đầu tư,29,94.279,936.951,,29.0,94279.0,936951.0
5,5,5,Thu nhập từ hoạt động khác,,717.442,1.084.168,,,717442.0,1084168.0
6,6,6,Chi phí hoạt động khác,,(89.192),(248.918),,,-89192.0,-248918.0
VI,VI,VI,Lãi thuần từ hoạt động khác,30,628.250,835.250,,30.0,628250.0,835250.0
VII,VII,VII,"Thu nhập từ góp vốn, mua cổ phần",,27.478,19.342,,,27478.0,19342.0
VIII,VIII,VIII,Chi phí hoạt động,31,(3.759.079),(3.827.113),,31.0,-3759079.0,-3827113.0
IX,IX,IX,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,13.390.906,12.570.303,,,13390906.0,12570303.0
X,X,X,Chi phí dự phòng rủi ro tín dụng,32,(3.851.739),(6.659.683),,32.0,-3851739.0,-6659683.0
XI,XI,XI,Tổng lợi nhuận trước thuế (mang sang trang sau),,9.539.167,5.910.620,,,9539167.0,5910620.0
