row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2022,Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng) Triệu VND > Tại ngày 31 tháng 12 năm 2022,Tổng giá trị ghi số kế toán (theo tỷ giá tại ngày kết thúc kỳ kế toán năm) > Tài sản Triệu VND > Tại ngày 31 tháng 12 năm 2022,Tổng giá trị ghi số kế toán (theo tỷ giá tại ngày kết thúc kỳ kế toán năm) > Nợ phải trả Triệu VND > Tại ngày 31 tháng 12 năm 2022,Tổng giá trị ghi số kế toán (theo tỷ giá tại ngày kết thúc kỳ kế toán năm) > Giá trị thuần Triệu VND > Tại ngày 31 tháng 12 năm 2022,numeric__Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng) Triệu VND > Tại ngày 31 tháng 12 năm 2022,numeric__Tổng giá trị ghi số kế toán (theo tỷ giá tại ngày kết thúc kỳ kế toán năm) > Tài sản Triệu VND > Tại ngày 31 tháng 12 năm 2022,numeric__Tổng giá trị ghi số kế toán (theo tỷ giá tại ngày kết thúc kỳ kế toán năm) > Nợ phải trả Triệu VND > Tại ngày 31 tháng 12 năm 2022,numeric__Tổng giá trị ghi số kế toán (theo tỷ giá tại ngày kết thúc kỳ kế toán năm) > Giá trị thuần Triệu VND > Tại ngày 31 tháng 12 năm 2022
Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,9.183.413,101.170,(9.972),91.198,9183413.0,101170.0,-9972.0,91198.0
Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,29.471.074,349.570,(170.996),178.574,29471074.0,349570.0,-170996.0,178574.0
,,,38.654.487,450.740,(180.968),269.772,38654487.0,450740.0,-180968.0,269772.0
Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,,,,
Giao dịch kỳ hạn tiền tệ,Tại ngày 31 tháng 12 năm 2021 > Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,3.658.202,16.476,(12.143),4.333,3658202.0,16476.0,-12143.0,4333.0
Giao dịch hoán đổi tiền tệ,Tại ngày 31 tháng 12 năm 2021 > Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,40.236.601,319.637,(70.505),249.132,40236601.0,319637.0,-70505.0,249132.0
,,,43.894.803,336.113,(82.648),253.465,43894803.0,336113.0,-82648.0,253465.0
