row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2022 Triệu VND,31/12/2021 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2022 Triệu VND,numeric__31/12/2021 Triệu VND
B,B,B,NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU NỘ PHẢI TRẢ,,,,,,,
I,B > I,I,"Các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam (""NHNNVN"")",17,9.715.193,1.510.983,,17.0,9715193.0,1510983.0
1,B > 1,1,"Tiền gửi và vay Chính phủ, NHNNVN",,9.715.193,1.510.983,,,9715193.0,1510983.0
II,B > II,II,Tiền gửi và vay các tổ chức tín dụng khác,18,76.827.185,77.608.143,,18.0,76827185.0,77608143.0
1,B > 1,1,Tiền gửi của các tổ chức tín dụng khác,,71.414.288,72.461.138,,,71414288.0,72461138.0
2,B > 2,2,Vay các tổ chức tín dụng khác,,5.412.897,5.147.005,,,5412897.0,5147005.0
III,B > III,III,Tiền gửi của khách hàng,19,358.448.316,324.287.797,,19.0,358448316.0,324287797.0
V,B > V,V,"Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro",20,1.615.605,4.952.170,,20.0,1615605.0,4952170.0
VI,B > VI,VI,Phát hành giấy tờ có giá,21,34.675.908,44.681.914,,21.0,34675908.0,44681914.0
VII,B > VII,VII,Các khoản nợ khác,22,19.817.187,10.938.004,,22.0,19817187.0,10938004.0
1,B > 1,1,"Các khoản lãi, phí phải trả",,8.907.088,7.534.305,,,8907088.0,7534305.0
3,B > 3,3,Các khoản phải trả và công nợ khác,,10.910.099,3.403.699,,,10910099.0,3403699.0
,,,TỔNG NỘ PHẢI TRẢ,,501.099.394,463.979.011,,,501099394.0,463979011.0
,,,VỐN CHỦ SỞ HỮU,,,,,,,
VIII,B > VIII,VIII,Vốn và các quỹ,23,42.677.471,35.042.705,,23.0,42677471.0,35042705.0
1,B > 1,1,Vốn,,32.118.175,28.118.041,,,32118175.0,28118041.0
a,B > a,a,Vốn điều lệ,24,30.673.832,26.673.698,,24.0,30673832.0,26673698.0
c,B > c,c,Thặng dư vốn cổ phần,,1.449.603,1.449.603,,,1449603.0,1449603.0
d,B > d,d,Cổ phiếu quỹ,,(5.260),(5.260),,,-5260.0,-5260.0
2,B > 2,2,Các quỹ của tổ chức tín dụng,,3.982.317,2.837.181,,,3982317.0,2837181.0
5,B > 5,5,Lợi nhuận chưa phân phối,,6.576.979,4.087.483,,,6576979.0,4087483.0
,,,TỔNG VỐN CHỦ SỞ HỮU,,42.677.471,35.042.705,,,42677471.0,35042705.0
,,,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,543.776.865,499.021.716,,,543776865.0,499021716.0
