row_label_raw,row_label_full,col_0,31/12/2022Triệu VND,%,31/12/2021Triệu VND,%_1,numeric__31/12/2022Triệu VND,numeric__%,numeric__31/12/2021Triệu VND,numeric__%_1
"Bán buôn, bán lẻ; sửa chữa ô tô, xe máy và xe có động cơ khác","Bán buôn, bán lẻ; sửa chữa ô tô, xe máy và xe có động cơ khác","Bán buôn, bán lẻ; sửa chữa ô tô, xe máy và xe có động cơ khác",110.673.260,"30,32",93.630.260,"27,00",110673260.0,30.32,93630260.0,27.0
"Nông lâm nghiệp, thủy sản","Nông lâm nghiệp, thủy sản","Nông lâm nghiệp, thủy sản",33.793.958,"9,26",48.007.935,"13,84",33793958.0,9.26,48007935.0,13.84
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",41.550.843,"11,38",45.562.521,"13,14",41550843.0,11.38,45562521.0,13.14
Xây dựng,Xây dựng,Xây dựng,60.441.885,"16,56",47.053.908,"13,57",60441885.0,16.56,47053908.0,13.57
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,30.419.399,"8,33",23.339.824,"6,73",30419399.0,8.33,23339824.0,6.73
"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",13.948.352,"3,82",18.449.733,"5,32",13948352.0,3.82,18449733.0,5.32
"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",6.719.804,"1,84",5.160.103,"1,49",6719804.0,1.84,5160103.0,1.49
Khai khoáng,Khai khoáng,Khai khoáng,1.460.345,"0,40",1.680.040,"0,48",1460345.0,0.4,1680040.0,0.48
"Vận tải, kho bãi","Vận tải, kho bãi","Vận tải, kho bãi",12.943.346,"3,55",12.869.204,"3,71",12943346.0,3.55,12869204.0,3.71
Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,1.676.997,"0,46",1.714.552,"0,49",1676997.0,0.46,1714552.0,0.49
"Hoạt động tài chính, bảo hiểm","Hoạt động tài chính, bảo hiểm","Hoạt động tài chính, bảo hiểm",637.915,"0,17",2.362.987,"0,68",637915.0,0.17,2362987.0,0.68
Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,289.475,"0,08",626.389,"0,18",289475.0,0.08,626389.0,0.18
Thông tin và truyền thông,Thông tin và truyền thông,Thông tin và truyền thông,160.882,"0,04",344.957,"0,10",160882.0,0.04,344957.0,0.1
"Cung cấp nước, quản lý và xử lý rác thải, nước thải","Cung cấp nước, quản lý và xử lý rác thải, nước thải","Cung cấp nước, quản lý và xử lý rác thải, nước thải",268.888,"0,07",269.072,"0,08",268888.0,0.07,269072.0,0.08
"Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ",265.552,"0,07",244.807,"0,07",265552.0,0.07,244807.0,0.07
"Nghệ thuật, vui chơi, giải trí","Nghệ thuật, vui chơi, giải trí","Nghệ thuật, vui chơi, giải trí",51.793,"0,01",81.359,"0,02",51793.0,0.01,81359.0,0.02
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,98.908,"0,03",75.061,"0,02",98908.0,0.03,75061.0,0.02
Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,70.518,"0,02",46.113,"0,01",70518.0,0.02,46113.0,0.01
"Hoạt động của Đảng, tổ chức chính trị xã hội, quản lý Nhà nước, an ninh quốc phòng, bảo đảm xã hội bắt buộc","Hoạt động của Đảng, tổ chức chính trị xã hội, quản lý Nhà nước, an ninh quốc phòng, bảo đảm xã hội bắt buộc","Hoạt động của Đảng, tổ chức chính trị xã hội, quản lý Nhà nước, an ninh quốc phòng, bảo đảm xã hội bắt buộc",17.467,"0,01",23.204,"0,01",17467.0,0.01,23204.0,0.01
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,49.557.334,"13,58",45.299.524,"13,06",49557334.0,13.58,45299524.0,13.06
,,,365.046.921,"100,00",346.841.553,"100,00",365046921.0,100.0,346841553.0,100.0
