row_label_raw,row_label_full,col_0,col_1,2022Triệu VND,2021Triệu VND,numeric__col_1,numeric__2022Triệu VND,numeric__2021Triệu VND
,,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
01,01,01,Mua sắm tài sản cố định,(64.878),(168.838),,-64878.0,-168838.0
02,02,02,"Tiền thu/(chi) từ thanh lý, nhượng bán tài sản cố định",15.151,(8.357),,15151.0,-8357.0
07,07,07,"Tiền chi đầu tư, góp vốn vào các đơn vị khác",(39.092),(7.782),,-39092.0,-7782.0
08,08,08,"Tiền thu đầu tư, góp vốn vào các đơn vị khác",6.119,1.500,,6119.0,1500.0
09,09,09,"Tiền thu cổ tức và lợi nhuận được chia từ các khoảnđầu tư, góp vốn dài hạn",27.478,19.342,,27478.0,19342.0
II,II,II,LU'U CHUYÊN TIÊN THUẦN TỪHOẠT ĐỘNG ĐẦU TƯ,(55.222),(164.135),,-55222.0,-164135.0
II,II,II,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
01,II > 01,01,Tăng vốn điều lệ từ phát hành cổ phiếu,-,6.739.434,,,6739434.0
04,II > 04,04,"Cổ tức trả cho cổ đông, lợi nhuận đã chia",(122),(933),,-122.0,-933.0
III,II > III,III,LU'U CHUYÊN TIÊN THUẦN TỪHOẠT ĐỘNG TÀI CHÍNH,(122),6.738.501,,-122.0,6738501.0
IV,II > IV,IV,LU'U CHUYÊN TIÊN THUẦN TRONG NĂM,1.171.002,25.921.807,,1171002.0,25921807.0
V,II > V,V,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIỀNĐẦU NĂM,78.382.264,52.460.457,,78382264.0,52460457.0
VII,II > VII,VII,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIỀNCƯỚI NĂM (THUYẾT MINH 34),79.553.266,78.382.264,,79553266.0,78382264.0
