row_label_raw,row_label_full,col_0,Số dư,Số dư_1,numeric__Số dư,numeric__Số dư_1
,,,31/12/2022Triệu VNDTài sản/(Nợ phải trả),31/12/2021Triệu VNDTài sản/(Nợ phải trả),,
Các công ty conSHB AMC,Các công ty conSHB AMC,Các công ty conSHB AMC,Các công ty conSHB AMC,Các công ty conSHB AMC,,
▪ Góp vốn,Các công ty conSHB AMC > ▪ Góp vốn,▪ Góp vốn,20.000,20.000,20000.0,20000.0
▪ Nhận tiền gửi không kỳ hạn và có kỳ hạn,Các công ty conSHB AMC > ▪ Nhận tiền gửi không kỳ hạn và có kỳ hạn,▪ Nhận tiền gửi không kỳ hạn và có kỳ hạn,(48.143),(55.527),-48143.0,-55527.0
▪ Lãi dự trả tiền gửi,Các công ty conSHB AMC > ▪ Lãi dự trả tiền gửi,▪ Lãi dự trả tiền gửi,(535),(602),-535.0,-602.0
SHB Lào,SHB Lào,SHB Lào,SHB Lào,SHB Lào,,
▪ Góp vốn,SHB Lào > ▪ Góp vốn,▪ Góp vốn,1.234.572,1.195.480,1234572.0,1195480.0
▪ Nhận tiền gửi không kỳ hạn và có kỳ hạn,SHB Lào > ▪ Nhận tiền gửi không kỳ hạn và có kỳ hạn,▪ Nhận tiền gửi không kỳ hạn và có kỳ hạn,(508.533),(1.036.213),-508533.0,-1036213.0
▪ Tiền gửi không kỳ hạn và có kỳ hạn,SHB Lào > ▪ Tiền gửi không kỳ hạn và có kỳ hạn,▪ Tiền gửi không kỳ hạn và có kỳ hạn,1.486.056,1.438.629,1486056.0,1438629.0
▪ Lãi dự thu từ tiền gửi,SHB Lào > ▪ Lãi dự thu từ tiền gửi,▪ Lãi dự thu từ tiền gửi,6.840,1.675,6840.0,1675.0
