row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm 2016,Năm 2015,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2016,numeric__Năm 2015
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,VI.1,1.607.465.171.797,639.404.204.539,1.0,,1607465171797.0,639404204539.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,VI.1,197.030.902.149,-,2.0,,197030902149.0,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,,1.410.434.269.648,639.404.204.539,10.0,,1410434269648.0,639404204539.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,VI.2,911.085.419.917,301.504.773.733,11.0,,911085419917.0,301504773733.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,499.348.849.731,337.899.430.806,20.0,,499348849731.0,337899430806.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,VI.3,12.324.745.559,6.185.797.118,21.0,,12324745559.0,6185797118.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,VI.4,73.844.014.411,15.201.965.838,22.0,,73844014411.0,15201965838.0
- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,23,,73.693.028.738,14.690.495.297,23.0,,73693028738.0,14690495297.0
"8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết","8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết","8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",24,,-,-,24.0,,,
9. Chi phí bán hàng,9. Chi phí bán hàng,9. Chi phí bán hàng,25,,34.242.182.310,8.717.040.323,25.0,,34242182310.0,8717040323.0
10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,26,,101.843.525.031,49.574.787.145,26.0,,101843525031.0,49574787145.0
11. Lợi nhuận thuần từ hoạt động kinh doanh,11. Lợi nhuận thuần từ hoạt động kinh doanh,11. Lợi nhuận thuần từ hoạt động kinh doanh,30,,301.743.873.538,270.591.434.618,30.0,,301743873538.0,270591434618.0
12. Thu nhập khác,12. Thu nhập khác,12. Thu nhập khác,31,,1.734.915.451,654.941.149,31.0,,1734915451.0,654941149.0
13. Chi phí khác,13. Chi phí khác,13. Chi phí khác,32,,3.090.388.133,4.579.205.323,32.0,,3090388133.0,4579205323.0
14. Lợi nhuận khác,14. Lợi nhuận khác,14. Lợi nhuận khác,40,,(1.355.472.682),(3.924.264.174),40.0,,-1355472682.0,-3924264174.0
15. Tổng lợi nhuận kế toán trước thuế,15. Tổng lợi nhuận kế toán trước thuế,15. Tổng lợi nhuận kế toán trước thuế,50,,300.388.400.856,266.667.170.444,50.0,,300388400856.0,266667170444.0
16. Chi phí thuế TNDN hiện hành,16. Chi phí thuế TNDN hiện hành,16. Chi phí thuế TNDN hiện hành,51,VI.5,70.560.950.549,64.967.846.455,51.0,,70560950549.0,64967846455.0
17. Thu nhập (Chi phí) thuế TNDN hoãn lại,17. Thu nhập (Chi phí) thuế TNDN hoãn lại,17. Thu nhập (Chi phí) thuế TNDN hoãn lại,52,VI.5,(140.520.840),(3.926.673.411),52.0,,-140520840.0,-3926673411.0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,229.967.971.147,205.625.997.400,60.0,,229967971147.0,205625997400.0
19. Lợi nhuận sau thuế của công ty mẹ,19. Lợi nhuận sau thuế của công ty mẹ,19. Lợi nhuận sau thuế của công ty mẹ,61,,156.982.996.514,139.432.263.769,61.0,,156982996514.0,139432263769.0
20. Lợi nhuận sau thuế của cổ đông không kiểm soát,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,72.984.974.633,66.193.733.631,62.0,,72984974633.0,66193733631.0
21. Lãi cơ bản trên cổ phiếu,21. Lãi cơ bản trên cổ phiếu,21. Lãi cơ bản trên cổ phiếu,70,VI.6,1.596,1.932,70.0,,1596.0,1932.0
22. Lãi suy giảm trên cổ phiếu,22. Lãi suy giảm trên cổ phiếu,22. Lãi suy giảm trên cổ phiếu,71,,1.596,1.932,71.0,,1596.0,1932.0
