row_label_raw,row_label_full,Trong vòng một năm > Từ năm thứ hai đến năm thứ năm,31/12/2016VND > 97.874.753.750 > 850.960.373.038,01/01/2016VND > 36.131.208.723 > 740.902.996.749,numeric__31/12/2016VND > 97.874.753.750 > 850.960.373.038,numeric__01/01/2016VND > 36.131.208.723 > 740.902.996.749
Cộng,Cộng,Cộng,948.835.126.788,777.034.205.472,948835126788.0,777034205472.0
Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),(97.874.753.750),(36.131.208.723),-97874753750.0,-36131208723.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,850.960.373.038,740.902.996.749,850960373038.0,740902996749.0
