row_label_raw,row_label_full,col_0,Năm 2016VND,Năm 2015VND,numeric__Năm 2016VND,numeric__Năm 2015VND
Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,1.607.465.171.797,639.404.204.539,1607465171797.0,639404204539.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu bán hàng hóa,Trong đó: > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,59.248.175.296,-,59248175296.0,
Doanh thu kinh doanh bất động sản,Trong đó: > Doanh thu kinh doanh bất động sản,Doanh thu kinh doanh bất động sản,1.322.221.821.016,550.728.373.365,1322221821016.0,550728373365.0
"Doanh thu cung cấp dịch vụ đào tạo, xuất khẩu lao động","Trong đó: > Doanh thu cung cấp dịch vụ đào tạo, xuất khẩu lao động","Doanh thu cung cấp dịch vụ đào tạo, xuất khẩu lao động",54.862.410.038,39.849.296.181,54862410038.0,39849296181.0
"Doanh thu dịch vụ nhà hàng, khách sạn, du lịch","Trong đó: > Doanh thu dịch vụ nhà hàng, khách sạn, du lịch","Doanh thu dịch vụ nhà hàng, khách sạn, du lịch",121.952.086.727,-,121952086727.0,
Doanh thu cung cấp dịch vụ khác,Trong đó: > Doanh thu cung cấp dịch vụ khác,Doanh thu cung cấp dịch vụ khác,49.180.678.720,48.826.534.993,49180678720.0,48826534993.0
Các khoản giảm trừ doanh thu,Trong đó: > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,197.030.902.149,-,197030902149.0,
- Hàng bán bị trả lại,Trong đó: > - Hàng bán bị trả lại,- Hàng bán bị trả lại,197.030.902.149,-,197030902149.0,
Doanh thu thuần về bán hàng và cung cấp dịch vụ,Trong đó: > Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,1.410.434.269.648,639.404.204.539,1410434269648.0,639404204539.0
