row_label_raw,row_label_full,col_0,col_1,31/12/2016 > Số lượng cổ phần,31/12/2016 > Giá gốc VND,31/12/2016 > Giá trị hợp lý VND,01/01/2016 > Dự phòng VND,01/01/2016 > Số lượng cổ phần,01/01/2016 > Giá gốc VND,01/01/2016 > Giá trị hợp lý VND,numeric__col_1,numeric__31/12/2016 > Số lượng cổ phần,numeric__31/12/2016 > Giá gốc VND,numeric__31/12/2016 > Giá trị hợp lý VND,numeric__01/01/2016 > Dự phòng VND,numeric__01/01/2016 > Số lượng cổ phần,numeric__01/01/2016 > Giá gốc VND,numeric__01/01/2016 > Giá trị hợp lý VND
Công ty CP Đầu tư Phát triển Phong Phú Lăng Cô,Công ty CP Đầu tư Phát triển Phong Phú Lăng Cô,Công ty CP Đầu tư Phát triển Phong Phú Lăng Cô,Công ty CP Đầu tư Phát triển Phong Phú Lăng Cô,160.000,1.600.000.000,1.600.000.000,-,-,-,-,,160000.0,1600000000.0,1600000000.0,,,,
Cộng,Cộng,Cộng,Cộng,,1.600.000.000,1.600.000.000,-,,-,-,,,1600000000.0,1600000000.0,,,,
