row_label_raw,row_label_full,31/12/2016,Dưới 1 nămVND > 31/12/2016,Từ 1-5 nămVND > 31/12/2016,TổngVND > 31/12/2016,numeric__Dưới 1 nămVND > 31/12/2016,numeric__Từ 1-5 nămVND > 31/12/2016,numeric__TổngVND > 31/12/2016
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,121.150.408.600,-,121.150.408.600,121150408600.0,,121150408600.0
Phải thu khách hàng và phải thu khác,Phải thu khách hàng và phải thu khác,Phải thu khách hàng và phải thu khác,1.099.334.214.696,26.961.989.100,1.126.296.203.796,1099334214696.0,26961989100.0,1126296203796.0
Đầu tư tài chính,Đầu tư tài chính,Đầu tư tài chính,510.000.000,1.600.000.000,2.110.000.000,510000000.0,1600000000.0,2110000000.0
Các khoản ký quỹ,Các khoản ký quỹ,Các khoản ký quỹ,110.637.450.000,-,110.637.450.000,110637450000.0,,110637450000.0
Cộng,Cộng,Cộng,1.331.632.073.296,28.561.989.100,1.360.194.062.396,1331632073296.0,28561989100.0,1360194062396.0
31/12/2016,31/12/2016,31/12/2016,31/12/2016,31/12/2016,31/12/2016,,,
Các khoản vay và nợ thuê tài chính,31/12/2016 > Các khoản vay và nợ thuê tài chính,Các khoản vay và nợ thuê tài chính,395.643.645.445,850.960.373.038,1.246.604.018.483,395643645445.0,850960373038.0,1246604018483.0
Phải trả người bán và phải trả khác,31/12/2016 > Phải trả người bán và phải trả khác,Phải trả người bán và phải trả khác,233.214.406.016,6.436.223.033,239.650.629.049,233214406016.0,6436223033.0,239650629049.0
Chi phí phải trả,31/12/2016 > Chi phí phải trả,Chi phí phải trả,27.641.370.862,-,27.641.370.862,27641370862.0,,27641370862.0
Cộng,31/12/2016 > Cộng,Cộng,656.499.422.323,857.396.596.071,1.513.896.018.394,656499422323.0,857396596071.0,1513896018394.0
Chênh lệch thanh khoản thuần,31/12/2016 > Chênh lệch thanh khoản thuần,Chênh lệch thanh khoản thuần,675.132.650.973,(828.834.606.971),(153.701.955.998),675132650973.0,-828834606971.0,-153701955998.0
,,,Dưới 1 nămVND,Từ 1-5 nămVND,TổngVND,,,
01/01/2016,01/01/2016,01/01/2016,01/01/2016,01/01/2016,01/01/2016,,,
Tiền và các khoản tương đương tiền,01/01/2016 > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,44.726.779.101,-,44.726.779.101,44726779101.0,,44726779101.0
Phải thu khách hàng và phải thu khác,01/01/2016 > Phải thu khách hàng và phải thu khác,Phải thu khách hàng và phải thu khác,418.847.438.095,27.418.016.445,446.265.454.540,418847438095.0,27418016445.0,446265454540.0
Đầu tư tài chính,01/01/2016 > Đầu tư tài chính,Đầu tư tài chính,10.000.000,-,10.000.000,10000000.0,,10000000.0
Các khoản ký quỹ,01/01/2016 > Các khoản ký quỹ,Các khoản ký quỹ,5.135.100.000,-,5.135.100.000,5135100000.0,,5135100000.0
Cộng,01/01/2016 > Cộng,Cộng,468.719.317.196,27.418.016.445,496.137.333.641,468719317196.0,27418016445.0,496137333641.0
01/01/2016,01/01/2016,01/01/2016,01/01/2016,01/01/2016,01/01/2016,,,
Các khoản vay và nợ thuê tài chính,01/01/2016 > Các khoản vay và nợ thuê tài chính,Các khoản vay và nợ thuê tài chính,217.272.514.517,740.902.996.749,958.175.511.266,217272514517.0,740902996749.0,958175511266.0
Phải trả người bán và phải trả khác,01/01/2016 > Phải trả người bán và phải trả khác,Phải trả người bán và phải trả khác,152.528.809.901,5.848.263.353,158.377.073.254,152528809901.0,5848263353.0,158377073254.0
Chi phí phải trả,01/01/2016 > Chi phí phải trả,Chi phí phải trả,24.827.690.533,-,24.827.690.533,24827690533.0,,24827690533.0
Cộng,01/01/2016 > Cộng,Cộng,394.629.014.951,746.751.260.102,1.141.380.275.053,394629014951.0,746751260102.0,1141380275053.0
Chênh lệch thanh khoản thuần,01/01/2016 > Chênh lệch thanh khoản thuần,Chênh lệch thanh khoản thuần,74.090.302.245,(719.333.243.657),(645.242.941.412),74090302245.0,-719333243657.0,-645242941412.0
