row_label_raw,row_label_full,col_0,31/12/2016 > Giá trịVND,31/12/2016 > Số có khả năng trả nợVND,Thay đổi trong năm > VayVND,Thay đổi trong năm > TrảVND,01/01/2016 > Giá trịVND,01/01/2016 > Số có khả năng trả nợVND,numeric__31/12/2016 > Giá trịVND,numeric__31/12/2016 > Số có khả năng trả nợVND,numeric__Thay đổi trong năm > VayVND,numeric__Thay đổi trong năm > TrảVND,numeric__01/01/2016 > Giá trịVND,numeric__01/01/2016 > Số có khả năng trả nợVND
"1. Vay dài hạn ngân hàng, tổ chức kinh tế","1. Vay dài hạn ngân hàng, tổ chức kinh tế","1. Vay dài hạn ngân hàng, tổ chức kinh tế",948.835.126.788,948.835.126.788,228.217.179.716,48.810.358.400,769.428.305.472,769.428.305.472,948835126788.0,948835126788.0,228217179716.0,48810358400.0,769428305472.0,769428305472.0
- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thanh Xuân (*),- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thanh Xuân (*),- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thanh Xuân (*),948.835.126.788,948.835.126.788,228.217.179.716,47.811.400.000,768.429.347.072,768.429.347.072,948835126788.0,948835126788.0,228217179716.0,47811400000.0,768429347072.0,768429347072.0
- Công ty Cổ phần đầu tư phát triển nhà Hoàng Hải Phú Quốc,- Công ty Cổ phần đầu tư phát triển nhà Hoàng Hải Phú Quốc,- Công ty Cổ phần đầu tư phát triển nhà Hoàng Hải Phú Quốc,-,-,-,998.958.400,998.958.400,998.958.400,,,,998958400.0,998958400.0,998958400.0
2. Vay dài hạn cá nhân (2),2. Vay dài hạn cá nhân (2),2. Vay dài hạn cá nhân (2),-,-,-,7.605.900.000,7.605.900.000,7.605.900.000,,,,7605900000.0,7605900000.0,7605900000.0
Cộng vay dài hạn (1) và (2),Cộng vay dài hạn (1) và (2),Cộng vay dài hạn (1) và (2),948.835.126.788,948.835.126.788,228.217.179.716,56.416.258.400,777.034.205.472,777.034.205.472,948835126788.0,948835126788.0,228217179716.0,56416258400.0,777034205472.0,777034205472.0
Các khoản vay dài hạn đến hạn trả,Các khoản vay dài hạn đến hạn trả,Các khoản vay dài hạn đến hạn trả,(97.874.753.750),(97.874.753.750),,,(36.131.208.723),"(36.131.208.723,0)",-97874753750.0,-97874753750.0,,,-36131208723.0,-36131208723.0
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thanh Xuân,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thanh Xuân,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thanh Xuân,(97.874.753.750),(97.874.753.750),,,(36.131.208.723),"(36.131.208.723,0)",-97874753750.0,-97874753750.0,,,-36131208723.0,-36131208723.0
Tổng cộng,Tổng cộng,Tổng cộng,850.960.373.038,850.960.373.038,,,740.902.996.749,740.902.996.749,850960373038.0,850960373038.0,,,740902996749.0,740902996749.0
