row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2016,01/01/2016,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2016,numeric__01/01/2016
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,2.074.641.514.944,1.525.430.924.647,100.0,,2074641514944.0,1525430924647.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,V.1,121.150.408.600,44.726.779.101,110.0,,121150408600.0,44726779101.0
1. Tiền,1. Tiền,1. Tiền,111,,110.150.408.600,40.517.903.545,111.0,,110150408600.0,40517903545.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,11.000.000.000,4.208.875.556,112.0,,11000000000.0,4208875556.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,,510.000.000,10.000.000,120.0,,510000000.0,10000000.0
1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,121,,24.400.000,24.400.000,121.0,,24400000.0,24400000.0
2. Dự phòng giảm giá chứng khoán kinh doanh,2. Dự phòng giảm giá chứng khoán kinh doanh,2. Dự phòng giảm giá chứng khoán kinh doanh,122,,(14.400.000),(14.400.000),122.0,,-14400000.0,-14400000.0
3. Đầu tư nằm giữ đến ngày đáo hạn,3. Đầu tư nằm giữ đến ngày đáo hạn,3. Đầu tư nằm giữ đến ngày đáo hạn,123,,500.000.000,-,123.0,,500000000.0,
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,1.326.311.209.468,649.898.228.175,130.0,,1326311209468.0,649898228175.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,V.2a,718.843.927.327,381.809.451.906,131.0,,718843927327.0,381809451906.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,V.3,109.074.059.150,225.744.622.080,132.0,,109074059150.0,225744622080.0
3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,135,V.4,271.800.000.000,34.200.000.000,135.0,,271800000000.0,34200000000.0
4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,136,V.5a,226.339.985.904,8.380.724.189,136.0,,226339985904.0,8380724189.0
5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,137,,(381.570.000),(236.570.000),137.0,,-381570000.0,-236570000.0
6. Tài sản thiếu chờ xử lý,6. Tài sản thiếu chờ xử lý,6. Tài sản thiếu chờ xử lý,139,,634.807.087,-,139.0,,634807087.0,
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,,609.916.571.175,753.067.993.470,140.0,,609916571175.0,753067993470.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,V.7,609.916.571.175,753.067.993.470,141.0,,609916571175.0,753067993470.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,16.753.325.701,77.727.923.901,150.0,,16753325701.0,77727923901.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,V.6a,3.180.418.305,8.765.682.388,151.0,,3180418305.0,8765682388.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,13.569.438.212,64.225.361.309,152.0,,13569438212.0,64225361309.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,,3.469.184,36.880.204,153.0,,3469184.0,36880204.0
4. Tài sản ngắn hạn khác,4. Tài sản ngắn hạn khác,4. Tài sản ngắn hạn khác,155,,-,4.700.000.000,155.0,,,4700000000.0
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,1.759.907.684.306,1.085.125.394.248,200.0,,1759907684306.0,1085125394248.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,26.961.989.100,27.418.016.445,210.0,,26961989100.0,27418016445.0
1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,211,V.2b,1.347.362.135,1.347.362.135,211.0,,1347362135.0,1347362135.0
2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,216,V.5b,26.961.989.100,27.418.016.445,216.0,,26961989100.0,27418016445.0
3. Dự phòng phải thu dài hạn khó đòi,3. Dự phòng phải thu dài hạn khó đòi,3. Dự phòng phải thu dài hạn khó đòi,219,,(1.347.362.135),(1.347.362.135),219.0,,-1347362135.0,-1347362135.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,1.105.819.382.942,44.728.603.669,220.0,,1105819382942.0,44728603669.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,V.8,1.036.989.624.635,44.575.772.264,221.0,,1036989624635.0,44575772264.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,1.084.172.336.615,62.880.003.730,222.0,,1084172336615.0,62880003730.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,223,,(47.182.711.980),(18.304.231.466),223.0,,-47182711980.0,-18304231466.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,V.9,68.829.758.307,152.831.405,227.0,,68829758307.0,152831405.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,71.774.136.981,700.933.346,228.0,,71774136981.0,700933346.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,229,,(2.944.378.674),(548.101.941),229.0,,-2944378674.0,-548101941.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,V.10,154.809.833.998,158.674.784.780,230.0,,154809833998.0,158674784780.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,182.221.255.747,182.253.563.929,231.0,,182221255747.0,182253563929.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,232,,(27.411.421.749),(23.578.779.149),232.0,,-27411421749.0,-23578779149.0
