row_label_raw,row_label_full,col_0,TRANG,numeric__TRANG
BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,2 - 3,
BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,4 - 5,
BÀNG CÂN Đ<|box_end|><|ref_start|> KẾ TOÁN HỢP NHẤT,BÀNG CÂN Đ<|box_end|><|ref_start|> KẾ TOÁN HỢP NHẤT,BÀNG CÂN Đ<|box_end|><|ref_start|> KẾ TOÁN HỢP NHẤT,6 - 7,
BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BÀNG CÂN Đ<|box_end|><|ref_start|> KẾ TOÁN HỢP NHẤT > BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,8,8.0
BÁO CÁO LUÙ CHUYỄN TIỀN TỆ HỢP NHẤT,BÀNG CÂN Đ<|box_end|><|ref_start|> KẾ TOÁN HỢP NHẤT > BÁO CÁO LUÙ CHUYỄN TIỀN TỆ HỢP NHẤT,BÁO CÁO LUÙ CHUYỄN TIỀN TỆ HỢP NHẤT,9,9.0
THUYÊT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,THUYÊT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,THUYÊT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,10 - 61,
